,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
69457|TP53,3.372190657070989e-09,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
69456|TP53,1.2711737897882579e-08,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
49266|SCML2,1.0050471597862462e-06,Homo sapiens,SCML2,tf,293T-Rex,None,None,1
74650|DRAP1,1.4896793057776358e-05,Homo sapiens,DRAP1,tf,GM12878,B Lymphocyte,Blood,1
46028|CTCF,4.209002037471472e-05,Homo sapiens,CTCF,tf,RPTEC,Epithelium,Kidney,1
46373|CTCF,4.5203334826470166e-05,Homo sapiens,CTCF,tf,T47D,Epithelium,Mammary Gland,1
45706|CTCF,5.209392009082227e-05,Homo sapiens,CTCF,tf,None,Astrocyte,Cerebellum,1
45868|CHD1,5.2339855681372615e-05,Homo sapiens,CHD1,predicted chromatin regulator,IMR90,Fibroblast,Lung,1
45867|MAZ,5.616292246924357e-05,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1
56665|FOXA1,5.616292246924357e-05,Homo sapiens,FOXA1,tf,LHSAR,Epithelium,Prostate,1
45565|CTCF,6.224928351916167e-05,Homo sapiens,CTCF,tf,AG09309,Fibroblast,Skin,1
45833|CTCF,6.768610881939337e-05,Homo sapiens,CTCF,tf,None,Embryonic Fibroblast,Foreskin,1
45838|CTCF,7.122564086513236e-05,Homo sapiens,CTCF,tf,None,Epithelium,Mammary Gland,1
49267|BMI1,7.99288909054261e-05,Homo sapiens,BMI1,cr,293T-Rex,None,None,1
45888|JUN,0.00010133544164083305,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1
38197|CTCF,0.0001031877974736006,Homo sapiens,CTCF,tf,FB0167P,Fibroblast,None,1
36075|MYOD1,0.00012521394745564605,Homo sapiens,MYOD1,tf,None,Myoblast,None,1
45884|GATA1,0.0001387351068963061,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1
62505|SMC3,0.00014185016724726547,Homo sapiens,SMC3,predicted chromatin regulator,IMR90,Fibroblast,Lung,1
62852|CTCF,0.0001495957344219195,Homo sapiens,CTCF,tf,None,None,gastroesophageal sphincter,1
74843|JMJD6,0.0001495957344219195,Homo sapiens,JMJD6,cr,None,IN528,None,1
9319|SMC1A,0.00016775671839807944,Homo sapiens,SMC1A,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1
49980|BRD4,0.0001707273473496846,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
48482|CTCF,0.00017223104889366831,Homo sapiens,CTCF,tf,BEAS-2B,Epithelium,Lung,1
53596|RELA,0.00017450984722868504,Homo sapiens,RELA,tf,None,Adipocyte,None,1
70752|MYC,0.0001823111561007376,Homo sapiens,MYC,tf,LNCaP,None,LNCaP cells,1
8116|MYC,0.00018471439373090364,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
38196|CTCF,0.00019126861139058792,Homo sapiens,CTCF,tf,FB0167P,Fibroblast,None,1
62504|SMC3,0.00019462663377384654,Homo sapiens,SMC3,predicted chromatin regulator,IMR90,Fibroblast,Lung,1
45666|CTCF,0.0002077161293401934,Homo sapiens,CTCF,tf,GM13976,Lymphoblastoid,Blood,1
64298|NFE2L2,0.00022162418198974865,Homo sapiens,NFE2L2,tf,HeLa-S3,Epithelium,Cervix,1
4542|SMARCA4,0.00024152283890488814,Homo sapiens,SMARCA4,cr,None,Proerythroblast,Bone Marrow,1
45455|CTCF,0.00024993923578600104,Homo sapiens,CTCF,tf,None,Astrocyte,Brain,1
45919|ZMIZ1,0.00025424923793075524,Homo sapiens,ZMIZ1,not sure,K562,Erythroblast,Bone Marrow,1
63975|GATA4,0.00025752709936256545,Homo sapiens,GATA4,tf,HepG2,Epithelium,Liver,1
45834|CTCF,0.0002597341779920397,Homo sapiens,CTCF,tf,None,Embryonic Fibroblast,Foreskin,1
50690|MED1,0.0002630778725752677,Homo sapiens,MED1,predicted transcription factor,hMADS-3,Adipocyte,Adipose,1
3059|CTCF,0.000264201322369283,Homo sapiens,CTCF,tf,None,Stromal Cell,Adipose,1
45858|CTCF,0.0002745154642944435,Homo sapiens,CTCF,tf,None,Fibroblast,Connective Tissue,1
