,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
55666|PAF1,8.5157890389434031052887490664970678964512139858581526240340205379446258934342667373181701360494892782716888023277366313522025243961136428454547183288588446017295694243883351157878885201662063543134962e-84,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1
49977|BRD4,6.6148664339956369666059394169497080149861758663754833044154003030741219732761685228427488544227183390623134291744060987145067609626837335454424257803209983607025117873662185344420870971032877312070607e-81,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
1312|PHF8,1.5182339698822797722181814794920525428114200943764973312857154836819372354696711318009406985044577355339402452089583094676641040258041365733709126614731442578260786266352643982539007638385353107932408e-78,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0
68635|KMT2D,2.9686841840569254070661243687025097845631410377314250269914248175778212757185914357446762659306592192967237622810268176562474319312738673133427730300831660751804718711458118787478744943283519624729227e-78,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1
52091|TP53,3.838301870974077475027509396250665540661541502512722238280234327885473844062317324757855061971457359699003808578500249889207487814133638560383012781041160562232346939815989221230301503983228899459125e-78,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
46077|TAF1,7.0602830588732756060576162973108941126509270845623267767138074749946123951379139441551678782872612944421938283425186374697523294053775799492851950002760067622002222418833244728149223548484729754407685e-78,Homo sapiens,TAF1,tf,A549,Epithelium,Lung,1
52092|TP53,5.2010807815561270345042066984251827630374238575820706878231262215320034575353495827613341422260561262523127089027966024904634020195302378427805437800251025791592146505577533200472724976267327623611429e-77,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
68632|KMT2D,1.6571324168735747304746607868166106420596016458482988239120130028308742862733809407875288693739827131230204985582014386441218106058702766602784965772370727752989840517501637368552996041782271913090938e-76,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1
44028|BRCA1,6.316083935566014362256664514213051354446563488621167978849045976094997611279569291161787998439047747571334694240717440122118704650321926000312217453562176164062722230855828574468900848144753137724299e-76,Homo sapiens,BRCA1,predicted chromatin regulator,MCF-10A,Epithelium,Breast,1
46320|TAF1,1.5880374280766066233848623701393275198869644673040675564798423931007514337951043217480843093051360588781137730588827937884976295636718450367440721216588914848883175924470528314128442692103544375470402e-74,Homo sapiens,TAF1,tf,MCF-7,Epithelium,Breast,1
43451|NELFA,2.0119390128278846822823126750844234790007943014494578586624600818647197240107207337353071274481669900843874568427367152786703890487198491934949239051150976138877529670052776465169310202208385737197482e-74,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0
53076|RBP2,2.8247539904997651809005455341818897002768683552822577774971942941863779236008303194199490952992405641753053777146793890808312799281373426141897054335795802188640258423721933610521246439310649639984829e-74,Homo sapiens,RBP2,other,U937,None,Pleura,1
69813|NELFE,3.9106877174884149865202081557836146310401376495022185897871405090413825426067605236827245010698028217005821823056959927877538342617794083822505297912090367066079414878683461027608198438948000009562823e-73,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1
