,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
49977|BRD4,0.00000000000000000000000000000000000005597539805447093861197150342267248908552397721238189551174292111319761531076644532296727828407753729518790556730117577124112519899216767845131498991730582337490485531115428551534013278237547431532836,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
69456|TP53,0.000000000000000000000000000000000000083027451160555311699099253637498271623736769046130246732241748351958587800536563745899651954153266500048839107526581272573249080039387346891944721998330809786096185232798103574151160983543265350591457,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
69457|TP53,0.0000000000000000000000000000000000025137486564189893131392288741490684244030498392094379803292046976467470775582646697908337972714483750866869197144730719512323779846440991285414011844930848849747136852940655817849443203123532189861308,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
49266|SCML2,0.0000000000000000000000000000000000053341730075202488303666946027935526046887342626842778083475922057116638487792154700702354156723914776195463959545413678399393029169893524469394912314366383911673457793147989221419537933217497065506774,Homo sapiens,SCML2,tf,293T-Rex,None,None,1
49980|BRD4,0.0000000000000000000000000000000000092876257800976279176719078908437619201027404181977629625043586966862456841737004521877490299383564797633619402825349571194715968989669851495733293985525842288005928833112583986335859688582236906310558,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
52091|TP53,0.00000000000000000000000000000000022171223073919728842351778107091477375579164323832203490808844219816701415978849454066781539916886236626922628066478411395519968620355814105196759961312770710478889597426123837953274980971798933648256,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
45857|MYC,0.0000000000000000000000000000000052313414507948350251751843781514083026691232204727866098320486584236185043009949092279799303677297403594630096236608538024377412423450417390190424703108354972139142614329910400955951767255020954836646,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
8112|MYC,0.0000000000000000000000000000000052313414507948350251751843781514083026691232204727866098320486584236185043009949092279799303677297403594630096236608538024377412423450417390190424703108354972139142614329910400955951767255020954836646,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
67829|BRD4,0.0000000000000000000000000000000053831221638332196120253262183308933874408774986716032512604572230110122848476391790007317294609213931449825182202451910076095774973464446034936655211140604642353432892891810060303104804341468222746295,Homo sapiens,BRD4,cr,SUM159R,None,None,1
53594|MED1,0.0000000000000000000000000000000054182924740473853435847262282467645528903286814772910367314218962485128170900233337352974830102076169861710212917088293363301584965746957527322172137295863497156684342305632730644101084893169067915193,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
45867|MAZ,0.000000000000000000000000000000018025490158340658570103908440601928220417260701631384212118709806564461185513370240176967401419063018110830821049748913727907978235722353220976238638233129669340861089733947649632504937228564265657959,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1
70811|SP1,0.000000000000000000000000000000040697689318577851772138209723782822273638369444117257490162435541215494231682939470042721488411861286376034046588437578793297076432397872711760644313504648404958178054894559720393470923505300714894789,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
73518|BRD4,0.000000000000000000000000000000041372379145527982058415027523645653627613368709837504173187328114695330458078510596397846399829036132423594010584949979142561892300353226215214101311687894561404122745217367332815325124251571355316372,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
