,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
70811|SP1,2.2231894971826803e-18,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
33174|MYC,1.4733578195370893e-16,Homo sapiens,MYC,tf,U87,None,Brain,1
65204|YY1,2.684477410997799e-16,Homo sapiens,YY1,tf,HEK293,Epithelium,Embryonic Kidney,1
53593|MED1,3.711813516049686e-16,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
2283|E2F1,3.92447707937684e-16,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
33189|MYC,9.615788435977305e-16,Homo sapiens,MYC,tf,P493-6,B cell lymphoma,None,1
53594|MED1,1.0653604558417674e-15,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
62637|KLF9,1.1801550729835904e-15,Homo sapiens,KLF9,tf,HEK293,Epithelium,Embryonic Kidney,1
67829|BRD4,1.5795615748788527e-15,Homo sapiens,BRD4,cr,SUM159R,None,None,1
45857|MYC,1.9008497365756662e-15,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
8112|MYC,1.9008497365756662e-15,Homo sapiens,MYC,tf,None,Endothelial Cell,Umbilical Vein,1
47601|KLF5,2.007032876921425e-15,Homo sapiens,KLF5,tf,KATO III,None,Stomach,1
70812|SP1,2.5479342230627864e-15,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
46000|E2F4,3.4230254363130443e-15,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1
69456|TP53,6.845478632651202e-15,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
71934|MYC,6.992943290741625e-15,Homo sapiens,MYC,tf,U2OS,None,Bone,1
37057|FLI1,7.271457008677415e-15,Homo sapiens,FLI1,tf,U937,None,Pleura,1
53305|RUNX1,8.116419074731168e-15,Homo sapiens,RUNX1,tf,TSU-1621-MT,None,None,1
73701|KDM2B,8.559246131874884e-15,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1
