,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
67458|E2F1,2.148503597254603e-12,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
45752|E2F4,3.8540282076837684e-12,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1
3225|E2F4,6.157963028385893e-12,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
70860|E2F1,1.6916990031035084e-10,Homo sapiens,E2F1,tf,hTERT-RPE1,Epithelium,None,1
44325|E2F1,5.088814925002794e-10,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
67457|E2F1,1.017159578786675e-09,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
65186|EGR3,2.166189727592638e-09,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
44321|E2F1,3.0797374095392627e-09,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
70857|E2F1,3.3016067102487057e-09,Homo sapiens,E2F1,tf,U2OS,osteosarcoma,None,1
45754|E2F1,3.529112668765322e-09,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
1874|RBL2,3.5828013333905062e-09,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
44332|E2F1,3.684858695951476e-09,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
58074|KDM2B,4.585866630879565e-09,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0
44329|E2F1,5.268383562739842e-09,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
57090|TRIM28,5.358526788956652e-09,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1
67459|E2F1,5.56305618237829e-09,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
58936|NRF1,5.6685338090112225e-09,Homo sapiens,NRF1,tf,None,Epithelium,None,1
44333|E2F1,6.002024266482664e-09,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
33459|ERG,7.471169682915502e-09,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
73697|PAF1,1.1741773664475375e-08,Homo sapiens,PAF1,not sure,SEM,B Lymphocyte,None,1
1880|RBL2,1.4151798954920025e-08,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
46000|E2F4,1.657544007604983e-08,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1
59170|SETD1A,1.804057536691772e-08,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1
542|E2F4,2.410845806322115e-08,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0
58940|NRF1,2.7695035764718767e-08,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
56537|YAP1,2.9145418245501986e-08,Homo sapiens,YAP1,other,HuCCT1,None,None,0
52218|EBNA3A,2.9795099332208252e-08,Homo sapiens,EBNA3A,other,HEK293T,Epithelium,Embryonic Kidney,0
45617|E2F4,3.0530533490225054e-08,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
73970|ZNF202,4.4693864997835675e-08,Homo sapiens,ZNF202,,293T,None,None,1
1878|RBL2,4.4759278672312774e-08,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
43684|KDM4C,4.537310677177331e-08,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
65120|ZBTB26,4.8078414138785774e-08,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1
56252|E2F1,5.090747012825858e-08,Homo sapiens,E2F1,tf,None,Epithelium,Mammary Gland,1
