,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
36356|POLR2B,0.00000000000000025583343527652154953891735680440758432899638922122456926807157672734739939856591224671435289748289531511172425746698393859684317303640799327796374449220955886423913923007428775357861801511914637356944,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1
46360|SIN3A,0.00000000000000032762450680225662148585456208925202307907395854820315950955767778133324818237588456038546119405890465669780405031194487678319558168800564001029901499117515486239369606913721350556041787627773994745412,Homo sapiens,SIN3A,tf,SK-N-SH,Neuroblastoma cell,Brain,1
46362|TCF12,0.00000000000000095342014692991831710441421660146615033165419514313070768119272888771840052190897483244924604142616016239764597544452768280048561019606460781236683119580354827562209006000507460572970118597637450105275,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1
68711|BRD4,0.0000000000000011129425811329621686158165781358237159859114595041969038518831962070885206027197839703150525282146541059440884143377948065717154610615260930335049696678498571502438744955694686001375147385011347895252,Homo sapiens,BRD4,cr,IMR90,None,None,1
46335|SIN3A,2.681188604469753e-14,Homo sapiens,SIN3A,tf,PFSK-1,Neuron,Brain,1
46345|TAF1,2.786659791809143e-14,Homo sapiens,TAF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
38742|NFATC1,3.1030733538273125e-14,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
45867|MAZ,3.885780586188048e-14,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1
46358|PBX3,7.810418978237976e-14,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
52092|TP53,7.87148124459236e-14,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
46347|USF1,7.915890165577366e-14,Homo sapiens,USF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
46333|FOXP2,8.826273045769994e-14,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1
48344|SNAI2,2.1210810885463616e-13,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1
46365|USF1,2.9715119254092315e-13,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1
64914|BCL3,3.3573144264664734e-13,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
67710|CREB1,4.591327318337335e-13,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1
50414|KLF11,4.881650639276813e-13,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
42179|MITF,5.146993942162226e-13,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1
34396|MECP2,5.21249710061511e-13,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1
53594|MED1,7.069900220812997e-13,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
46349|MAX,7.360778653264788e-13,Homo sapiens,MAX,tf,SK-N-SH,Neuroblastoma cell,Brain,1
54243|FOXO1,7.441269822550112e-13,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1
49484|MED1,7.477352070850429e-13,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1
64559|SP2,1.1573519920204944e-12,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
46036|JUND,1.176003738834197e-12,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1
49481|RPE,1.2863043963307064e-12,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1
45866|MXI1,1.7463808177353712e-12,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1
49980|BRD4,2.0358159602551495e-12,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
46243|FOSL2,2.325695191984778e-12,Homo sapiens,FOSL2,tf,HepG2,Epithelium,Liver,1
34392|MECP2,2.337796622953192e-12,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1
38654|NFATC1,2.3708812690870218e-12,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
53347|CDK9,2.421340905556235e-12,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
45861|CEBPB,2.494060513669183e-12,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
40217|BRD4,3.20138360265787e-12,Homo sapiens,BRD4,cr,U87,None,Brain,1
46346|FOSL2,3.580080676357511e-12,Homo sapiens,FOSL2,tf,SK-N-SH,Neuroblastoma cell,Brain,1
3272|GATA1,4.154454558147336e-12,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1
50415|KLF11,5.818845405514139e-12,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
64560|SP2,6.253275675049963e-12,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
8789|PHF8,7.585820860356307e-12,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1
45894|MYC,7.820799563518221e-12,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
45907|MAX,8.184120048326804e-12,Homo sapiens,MAX,tf,K562,Erythroblast,Bone Marrow,1
74346|NEUROD1,8.564760012319539e-12,Homo sapiens,NEUROD1,tf,D-341,None,None,1
73729|GATA1,1.049998976654365e-11,Homo sapiens,GATA1,tf,None,Hematopoietic stem and progenitor cell,Blood,0
5389|RELA,1.1375123065704429e-11,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1
48825|MBD2,1.1645961972561736e-11,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1
68464|ATF3,1.3244350061114574e-11,Homo sapiens,ATF3,predicted transcription factor,HCT-116,Colon cancer cell,Colon,1
48343|SNAI2,1.3689605005140493e-11,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1
33124|MED1,1.4143908266817107e-11,Homo sapiens,MED1,predicted transcription factor,MM1.S,B Lymphocyte,Blood,1
46361|GATA3,1.483690947878813e-11,Homo sapiens,GATA3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
64102|BCL3,1.6813328507225833e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
46197|TAF1,1.7140455721431636e-11,Homo sapiens,TAF1,tf,H1,Embryonic Stem Cell,Embryo,1
38183|MYC,2.235844842601864e-11,Homo sapiens,MYC,tf,MCF-7,Epithelium,Breast,1
46377|REST,2.3171964347312723e-11,Homo sapiens,REST,tf,U87,None,Brain,1
46342|YY1,2.4351687333279415e-11,Homo sapiens,YY1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
46232|JUND,2.4748592064582908e-11,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1
