,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
64559|SP2,2.5392075909565047e-09,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
65084|SP2,1.1805773628405538e-08,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
52092|TP53,1.2322256462417974e-08,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
46360|SIN3A,1.5075799938704402e-08,Homo sapiens,SIN3A,tf,SK-N-SH,Neuroblastoma cell,Brain,1
52091|TP53,1.6161364304584126e-08,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
73970|ZNF202,2.589107101075306e-08,Homo sapiens,ZNF202,,293T,None,None,1
32856|TERC,4.473741692418139e-08,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1
67519|GATA3,4.948231083648767e-08,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
46038|MXI1,5.615374868356088e-08,Homo sapiens,MXI1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
36104|ESR1,6.047633397174008e-08,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1
64560|SP2,7.630122266114737e-08,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
55493|RUNX1,7.800194375597527e-08,Homo sapiens,RUNX1,tf,None,Stem cell,Blood,1
49536|RUNX1,7.800194375597527e-08,Homo sapiens,RUNX1,tf,None,Leukemic Blast Cell,None,1
46335|SIN3A,7.857695399867337e-08,Homo sapiens,SIN3A,tf,PFSK-1,Neuron,Brain,1
74352|OTX2,8.998425275906956e-08,Homo sapiens,OTX2,tf,D-341,None,None,1
67502|GATA3,1.071880310386635e-07,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
50415|KLF11,1.3367873683066733e-07,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
49949|KLF9,1.3416175973318667e-07,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1
45907|MAX,1.6644108638272458e-07,Homo sapiens,MAX,tf,K562,Erythroblast,Bone Marrow,1
74346|NEUROD1,1.8995647312305372e-07,Homo sapiens,NEUROD1,tf,D-341,None,None,1
46295|ZBTB7A,1.975450491766604e-07,Homo sapiens,ZBTB7A,predicted transcription factor,K562,Erythroblast,Bone Marrow,1
1314|PHF8,2.469730369887061e-07,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1
68714|BRD4,2.513702504280928e-07,Homo sapiens,BRD4,cr,IMR90,fibrobasts,None,1
53672|NIPBL,2.5404471654135726e-07,Homo sapiens,NIPBL,not sure,None,Embryonic Stem Cell,None,1
56961|GTF2B,2.7163125189589943e-07,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
36356|POLR2B,2.725886608359533e-07,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1
37638|RUNX1,2.803659435838803e-07,Homo sapiens,RUNX1,tf,SKNO-1,Myeloblast,Bone Marrow,1
64760|POLR2AphosphoS5,2.8835693627694486e-07,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1
64982|PATZ1,3.340451642172587e-07,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1
68464|ATF3,3.5818085456906587e-07,Homo sapiens,ATF3,predicted transcription factor,HCT-116,Colon cancer cell,Colon,1
50877|SPI1,3.86669861532702e-07,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
5050|CTCF,4.0451733854367726e-07,Homo sapiens,CTCF,tf,GM19239,Lymphoblastoid,Blood,1
70813|SP1,4.1589198850549953e-07,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
74342|NEUROD1,4.260969614975795e-07,Homo sapiens,NEUROD1,tf,D283 Med,None,None,1
73729|GATA1,4.3203619896364505e-07,Homo sapiens,GATA1,tf,None,Hematopoietic stem and progenitor cell,Blood,0
36842|FOXA1,4.3957241497841864e-07,Homo sapiens,FOXA1,tf,MDA-MB-453,Epithelium,Mammary Gland,1
36765|NOTCH1,4.7100281493334366e-07,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,HPB-ALL,T Lymphocyte,Blood,1
76282|EHF,5.063296980004527e-07,Homo sapiens,EHF,tf,None,Epithelium,None,1
46333|FOXP2,5.063296980004527e-07,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1
35851|CTCF,5.13341789326478e-07,Homo sapiens,CTCF,tf,GM12892,Lymphoblastoid,Blood,1
53594|MED1,5.386276577724503e-07,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
46191|JUND,5.404789460983767e-07,Homo sapiens,JUND,tf,H1,Embryonic Stem Cell,Embryo,1
74357|NEUROD1,6.113577364882232e-07,Homo sapiens,NEUROD1,tf,D-341,None,None,1
46292|MAX,6.218828317495328e-07,Homo sapiens,MAX,tf,K562,Erythroblast,Bone Marrow,1
65115|MAZ,6.261414916992245e-07,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1
45880|JUND,6.522886623709494e-07,Homo sapiens,JUND,tf,K562,Erythroblast,Bone Marrow,1
39002|BRD4,7.42199177127729e-07,Homo sapiens,BRD4,cr,MM1.S,B Lymphocyte,Blood,1
45895|CCNT2,7.861751659137889e-07,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1
39350|KLF1,7.995789557592568e-07,Homo sapiens,KLF1,predicted transcription factor,None,Erythroid Cell,None,1
50414|KLF11,8.270485652420126e-07,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
49466|598-SKD,8.411213096300731e-07,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1
56819|TFAP2A,8.468146061353678e-07,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
73526|BRD4,9.058225294946852e-07,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
3273|GATA1,9.431029467089026e-07,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1
37173|MAX,9.851526694281384e-07,Homo sapiens,MAX,tf,H2171,Epithelium,Lung,1
49606|TRIM28,9.984494127519882e-07,Homo sapiens,TRIM28,cr,None,Embryonic Stem Cell,Embryo,0
72352|RUNX1,1.0085349313816152e-06,Homo sapiens,RUNX1,tf,Kasumi-1,Acute myeloid leukemia,None,1
38742|NFATC1,1.0255619572231408e-06,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
68711|BRD4,1.0604480925076059e-06,Homo sapiens,BRD4,cr,IMR90,None,None,1
36825|ESR1,1.0639987319921185e-06,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
46183|SIN3A,1.0928177970770629e-06,Homo sapiens,SIN3A,tf,H1,Embryonic Stem Cell,Embryo,1
50412|KLF11,1.1001388492281408e-06,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
33197|MAX,1.1112088059154217e-06,Homo sapiens,MAX,tf,U87,None,Brain,1
50413|KLF11,1.2361429029121377e-06,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
70095|TET2,1.2361429029121377e-06,Homo sapiens,TET2,cr,293T,None,None,1
50878|SPI1,1.2443834200991678e-06,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
53296|ERG,1.2610229345544062e-06,Homo sapiens,ERG,other,TSU-1621-MT,None,None,1
50879|SPI1,1.2694225776256695e-06,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
67517|GATA3,1.294944964390609e-06,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
48755|CBX8,1.3122327365254057e-06,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1
70816|SP1,1.3699610574016803e-06,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
56047|CREB1,1.397419605905638e-06,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1
46196|TAF1,1.397419605905638e-06,Homo sapiens,TAF1,tf,H1,Embryonic Stem Cell,Embryo,1
3272|GATA1,1.4207044164523376e-06,Homo sapiens,GATA1,tf,None,Proerythroblast,Bone Marrow,1
46365|USF1,1.4207044164523376e-06,Homo sapiens,USF1,tf,SK-N-SH_RA,Neuron,Brain,1
46377|REST,1.4781166743224271e-06,Homo sapiens,REST,tf,U87,None,Brain,1
45866|MXI1,1.4977439434421486e-06,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1
36958|TFAP2A,1.5176211082873832e-06,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
50163|TBP,1.5326947998339732e-06,Homo sapiens,TBP,tf,K562,Erythroblast,Bone Marrow,1
46341|REST,1.542823605657042e-06,Homo sapiens,REST,tf,SK-N-SH,Neuroblastoma cell,Brain,1
46329|SIN3A,1.5735967311016323e-06,Homo sapiens,SIN3A,tf,PANC-1,None,Pancreas,1
53347|CDK9,1.5787824920752913e-06,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
46349|MAX,1.6640176414279875e-06,Homo sapiens,MAX,tf,SK-N-SH,Neuroblastoma cell,Brain,1
46345|TAF1,1.7536561916683349e-06,Homo sapiens,TAF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
53593|MED1,1.7709710477365402e-06,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
35845|CTCF,1.8120121389295555e-06,Homo sapiens,CTCF,tf,GM19239,Lymphoblastoid,Blood,1
46208|SIN3A,1.8239046549340232e-06,Homo sapiens,SIN3A,tf,HCT-116,None,Colon,1
39978|TFAP2C,1.8906628123325565e-06,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1
5389|RELA,1.8906628123325565e-06,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1
41831|ZBTB17,2.0984506946133374e-06,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1
53300|RARA,2.1190155592007817e-06,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1
45883|MYC,2.2247701725120654e-06,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
36844|MYC,2.253814350185942e-06,Homo sapiens,MYC,tf,MDA-MB-453,Epithelium,Mammary Gland,1
67715|CREB1,2.2758354996937615e-06,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1
45618|TBP,2.3055178472668563e-06,Homo sapiens,TBP,tf,GM12878,B Lymphocyte,Blood,1
55300|JUN,2.312996175651431e-06,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
46334|TAF1,2.4201638148761653e-06,Homo sapiens,TAF1,tf,PFSK-1,Neuron,Brain,1
67494|GATA3,2.47551524781237e-06,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
46327|SIN3A,2.5566960292273114e-06,Homo sapiens,SIN3A,tf,MCF-7,Epithelium,Breast,1
45989|MYC,2.5649528874419685e-06,Homo sapiens,MYC,tf,MCF-7,Epithelium,Breast,1
72913|HDAC2,2.5815432707328082e-06,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,1
37175|MYC,2.6066216429452224e-06,Homo sapiens,MYC,tf,H2171,Epithelium,Lung,1
67720|CREB1,2.6746428849731637e-06,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1
46298|EGR1,2.6746428849731637e-06,Homo sapiens,EGR1,tf,K562,Erythroblast,Bone Marrow,1
58506|WDR5,2.72677067398986e-06,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1
8791|KDM5B,2.7620613751569204e-06,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1
33525|ESR1,2.797789079329589e-06,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
45992|CTCF,2.8158184134568345e-06,Homo sapiens,CTCF,tf,MCF-7,Epithelium,Breast,1
52436|WDR5,2.8705761380365987e-06,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1
46258|TAF1,3.0900737463457653e-06,Homo sapiens,TAF1,tf,HepG2,Epithelium,Liver,1
67710|CREB1,3.1198611121311037e-06,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1
69201|TRIM24,3.139871787997999e-06,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1
46106|TAF1,3.2006433399291503e-06,Homo sapiens,TAF1,tf,ECC-1,Epithelium,Endometrium,1
64761|POLR2AphosphoS5,3.2211494323106393e-06,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1
45753|TFAP2A,3.272966046771442e-06,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
76814|NEUROG2,3.283424627081931e-06,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
45761|MAZ,3.2939151754264595e-06,Homo sapiens,MAZ,tf,HeLa-S3,Epithelium,Cervix,1
38287|MAX,3.2939151754264595e-06,Homo sapiens,MAX,tf,H2171,Epithelium,Lung,1
46197|TAF1,3.422329330164943e-06,Homo sapiens,TAF1,tf,H1,Embryonic Stem Cell,Embryo,1
46324|MAX,3.521768089745595e-06,Homo sapiens,MAX,tf,MCF-7,Epithelium,Breast,1
7527|HEY1,3.555524106797329e-06,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1
74351|OTX2,3.5895894386300764e-06,Homo sapiens,OTX2,tf,D-341,None,None,1
33162|MAX,3.6124728301059575e-06,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1
45770|TFAP2C,3.6124728301059575e-06,Homo sapiens,TFAP2C,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
276|SMAD3,3.7171857652345588e-06,Homo sapiens,SMAD3,tf,BG03,Embryonic Stem Cell,Embryo,1
38654|NFATC1,3.898186544882578e-06,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
1743|GATA2,3.922947349054235e-06,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1
65147|EGR2,3.922947349054235e-06,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1
70927|SUPT5H,3.97292078827024e-06,Homo sapiens,SUPT5H,tf,BJAB,B Lymphocyte,None,1
51864|HSF1,3.998135161275715e-06,Homo sapiens,HSF1,tf,451Lu,Melanoma Cell,None,1
46282|TAF1,4.049023594402609e-06,Homo sapiens,TAF1,tf,K562,Erythroblast,Bone Marrow,1
45894|MYC,4.100530839652327e-06,Homo sapiens,MYC,tf,K562,Erythroblast,Bone Marrow,1
37349|CREB1,4.1135051756626105e-06,Homo sapiens,CREB1,tf,A549,Epithelium,Lung,1
63035|PRDM10,4.152664039441035e-06,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1
37056|FLI1,4.192179062277773e-06,Homo sapiens,FLI1,tf,U937,None,Pleura,1
37640|CBFB,4.285783164107385e-06,Homo sapiens,CBFB,predicted transcription factor,SKNO-1,Myeloblast,Bone Marrow,0
35855|CTCF,4.299317141536698e-06,Homo sapiens,CTCF,tf,GM19238,Lymphoblastoid,Blood,1
38193|MYC,4.326507731416994e-06,Homo sapiens,MYC,tf,MCF-7,Epithelium,Breast,1
68976|ESR1,4.353862616181487e-06,Homo sapiens,ESR1,tf,T47D,None,Breast,1
