,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
46126|EGR1,5.136817637918512e-10,Homo sapiens,EGR1,tf,GM12878,B Lymphocyte,Blood,1
67768|NFE2,1.06026909474366e-09,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1
36299|BRD4,3.253963154481454e-09,Homo sapiens,BRD4,cr,None,Embryonic Stem Cell,Embryo,0
63406|POLR2AphosphoS5,3.3759449125092544e-09,Homo sapiens,POLR2AphosphoS5,,None,iPSC,None,1
56047|CREB1,4.509462636637096e-09,Homo sapiens,CREB1,tf,HepG2,Epithelium,Liver,1
63002|BCL3,4.9401897572742826e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
69773|BRD4,7.692697201466814e-09,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1
40055|CDK7,8.58698240291389e-09,Homo sapiens,CDK7,predicted transcription factor,None,B Lymphocyte,Blood,1
43097|ETS1,1.0793981874979153e-08,Homo sapiens,ETS1,tf,CUTLL1,T Lymphocyte,Blood,1
69770|BRD4,1.2213446975994913e-08,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1
33123|CDK9,1.2770008162021895e-08,Homo sapiens,CDK9,tf,MM1.S,B Lymphocyte,Blood,1
50381|NFE2,1.7149071496191937e-08,Homo sapiens,NFE2,tf,None,Proerythroblast,Fetal Liver,1
7527|HEY1,1.9125504124861692e-08,Homo sapiens,HEY1,tf,K562,Erythroblast,Bone Marrow,1
5389|RELA,2.0644032761030218e-08,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1
63407|POLR2AphosphoS5,2.4050471780778793e-08,Homo sapiens,POLR2AphosphoS5,,None,iPSC,None,1
47267|KDM5B,2.5560397021173742e-08,Homo sapiens,KDM5B,cr,MCF-7,Epithelium,Breast,1
75562|BRD4,3.417252669724036e-08,Homo sapiens,BRD4,cr,None,None,Retina,1
53296|ERG,3.5841788759150006e-08,Homo sapiens,ERG,other,TSU-1621-MT,None,None,1
77486|KMT2A,3.649443908182448e-08,Homo sapiens,KMT2A,not sure,MV4-11,Leukemia Cell,None,1
7341|HEY1,3.958464150910501e-08,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1
46060|SP1,3.977487356143783e-08,Homo sapiens,SP1,predicted chromatin regulator,A549,Epithelium,Lung,1
33175|MAX,4.0174030879747136e-08,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1
44325|E2F1,4.571575895617741e-08,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
40217|BRD4,4.6769467909602014e-08,Homo sapiens,BRD4,cr,U87,None,Brain,1
46282|TAF1,4.9180596484177386e-08,Homo sapiens,TAF1,tf,K562,Erythroblast,Bone Marrow,1
73526|BRD4,5.0941617590893884e-08,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
50878|SPI1,5.8428187343917415e-08,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
74571|MAZ,5.92687383615953e-08,Homo sapiens,MAZ,tf,T778,None,None,1
37638|RUNX1,6.040394201489718e-08,Homo sapiens,RUNX1,tf,SKNO-1,Myeloblast,Bone Marrow,1
46232|JUND,6.096952159806435e-08,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1
57177|BRD4,6.335705415860815e-08,Homo sapiens,BRD4,cr,MOLM-14,Myeloid Cell,None,1
39352|GATA1,6.674689728702887e-08,Homo sapiens,GATA1,tf,None,Erythroid Cell,None,1
69755|BRD4,7.276550834101059e-08,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1
63207|GABPA,7.784976907565522e-08,Homo sapiens,GABPA,tf,K562,Erythroblast,Bone Marrow,1
45684|TBP,8.018376240759295e-08,Homo sapiens,TBP,tf,H1,Embryonic Stem Cell,Embryo,1
39357|NFE2,8.025105713294067e-08,Homo sapiens,NFE2,tf,None,Erythroid Cell,None,1
75043|E2F1,8.31229379216758e-08,Homo sapiens,E2F1,tf,MDA-MB-231,None,Breast,1
69758|BRD4,8.711536664263164e-08,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1
64914|BCL3,8.819732405518366e-08,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
37057|FLI1,8.943263762883902e-08,Homo sapiens,FLI1,tf,U937,None,Pleura,1
46236|SIN3A,9.035965853332328e-08,Homo sapiens,SIN3A,tf,HepG2,Epithelium,Liver,1
39350|KLF1,9.305846576657117e-08,Homo sapiens,KLF1,predicted transcription factor,None,Erythroid Cell,None,1
37056|FLI1,9.474904799633421e-08,Homo sapiens,FLI1,tf,U937,None,Pleura,1
33194|MAX,9.663545968985332e-08,Homo sapiens,MAX,tf,P493-6,B cell lymphoma,None,1
43592|CDK7,9.670530326522098e-08,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1
69615|CDK7,1.0502254998989713e-07,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1
69201|TRIM24,1.0784434734123494e-07,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1
37583|ERG,1.078775124230269e-07,Homo sapiens,ERG,other,ME-1,Leukemia Cell,None,1
58937|NRF1,1.1019334505979472e-07,Homo sapiens,NRF1,tf,None,Epithelium,None,1
74681|SMAD4,1.2156322098944017e-07,Homo sapiens,SMAD4,predicted transcription factor,HepG2,Epithelium,Liver,1
36844|MYC,1.250649388495617e-07,Homo sapiens,MYC,tf,MDA-MB-453,Epithelium,Mammary Gland,1
44324|E2F1,1.262336814522591e-07,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
38115|MYC,1.3251120883905898e-07,Homo sapiens,MYC,tf,HeLa,Epithelium,Cervix,1
57165|CDK8,1.345916728068275e-07,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1
58940|NRF1,1.3597007336718647e-07,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
64556|IKZF2,1.370911964504451e-07,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1
44320|E2F1,1.4094168404588103e-07,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
666|MYC,1.4256642677512588e-07,Homo sapiens,MYC,tf,GM12878,B Lymphocyte,Blood,1
45778|MAX,1.4486039423555752e-07,Homo sapiens,MAX,tf,HeLa-S3,Epithelium,Cervix,1
46148|SRF,1.4514728519099407e-07,Homo sapiens,SRF,tf,GM12878,B Lymphocyte,Blood,1
39058|BRD4,1.4754543892214755e-07,Homo sapiens,BRD4,cr,MM1.S,B Lymphocyte,Blood,1
45764|CHD2,1.475482210855361e-07,Homo sapiens,CHD2,cr,HeLa-S3,Epithelium,Cervix,1
46297|E2F6,1.4905661449571284e-07,Homo sapiens,E2F6,tf,K562,Erythroblast,Bone Marrow,1
40221|BRD4,1.5166088962459412e-07,Homo sapiens,BRD4,cr,U87,None,Brain,1
76682|ASXL1,1.531356233486214e-07,Homo sapiens,ASXL1,tf,HEK293,None,None,1
62932|BCL3,1.5990720514391654e-07,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
53325|SUPT5H,1.6162045990419927e-07,Homo sapiens,SUPT5H,tf,HeLa,Epithelium,Cervix,1
45749|MAX,1.6321837043031806e-07,Homo sapiens,MAX,tf,HeLa-S3,Epithelium,Cervix,1
38119|MAX,1.6321837043031806e-07,Homo sapiens,MAX,tf,HeLa,Epithelium,Cervix,1
46191|JUND,1.646930410381664e-07,Homo sapiens,JUND,tf,H1,Embryonic Stem Cell,Embryo,1
46135|SP1,1.6776871969437224e-07,Homo sapiens,SP1,predicted chromatin regulator,GM12878,B Lymphocyte,Blood,1
73708|KMT2A,1.7445745148503278e-07,Homo sapiens,KMT2A,not sure,None,Monocyte,Cord blood,1
46258|TAF1,1.8713309973827918e-07,Homo sapiens,TAF1,tf,HepG2,Epithelium,Liver,1
46298|EGR1,1.8883689628657052e-07,Homo sapiens,EGR1,tf,K562,Erythroblast,Bone Marrow,1
46140|TCF7L1,1.9022703606763613e-07,Homo sapiens,TCF7L1,tf,GM12878,B Lymphocyte,Blood,1
45881|TBP,1.9268951551021374e-07,Homo sapiens,TBP,tf,K562,Erythroblast,Bone Marrow,1
53299|SPI1,1.933618767324674e-07,Homo sapiens,SPI1,predicted transcription factor,TSU-1621-MT,None,None,1
55667|PAF1,1.9631341519055212e-07,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1
56053|ATF1,2.0170304637634473e-07,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1
73713|AFF1,2.0639194464600052e-07,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1
64559|SP2,2.1059813298807128e-07,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
2280|E2F1,2.1062429816920414e-07,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
68223|NR3C1,2.1443942482823886e-07,Homo sapiens,NR3C1,tf,BEAS-2B,Epithelium,Lung,1
45411|PHF8,2.2025200124842215e-07,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1
44312|E2F1,2.2646404046477997e-07,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
58840|XRN2,2.328915923444086e-07,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1
72360|FLI1,2.375100149887288e-07,Homo sapiens,FLI1,tf,Kasumi-1,Acute myeloid leukemia,None,1
45390|KDM5B,2.4162285661155636e-07,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1
