,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
69456|TP53,0.00000000000000000083152288490708481397164919103673653681549464981472738618051271519807688331523106172021521473141715735797212828204042625229885193465801910125878493290185258957363004670019571589702558688318698653898324,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
69457|TP53,0.0000000000000000030292824842024957367955581622544176715534167830705357779796089459953063660044271775786490898803534467975699254743186596214045067116590505742343606647902330016395325049295546849796927497742754248781064,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
49977|BRD4,1.7041923427996153e-14,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
49980|BRD4,7.532863222081687e-14,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
45570|CTCF,1.8707257964933888e-13,Homo sapiens,CTCF,tf,AG10803,Fibroblast,Skin,1
49267|BMI1,5.706546346573305e-13,Homo sapiens,BMI1,cr,293T-Rex,None,None,1
45867|MAZ,1.5634160632771454e-12,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1
52434|WDR5,2.590538894509109e-12,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,0
57808|BRD4,2.870426119017111e-12,Homo sapiens,BRD4,cr,LX2,Hepatic Stellate Cell,None,1
56819|TFAP2A,3.259281733392072e-12,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
49484|MED1,3.783084956410221e-12,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1
75043|E2F1,8.940181928096536e-12,Homo sapiens,E2F1,tf,MDA-MB-231,None,Breast,1
59542|MYC,1.0185130516759955e-11,Homo sapiens,MYC,tf,IMEC,Epithelium,Breast,1
56427|MYC,1.0185130516759955e-11,Homo sapiens,MYC,tf,None,Epithelium,Breast,1
2393|STAG1,1.2214229627716122e-11,Homo sapiens,STAG1,not sure,MCF-7,Epithelium,Breast,1
50412|KLF11,1.2587986208956181e-11,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
71281|WDR5,1.811373273596928e-11,Homo sapiens,WDR5,cr,BGC823,human gastric cancer cells,None,1
46373|CTCF,2.5284774274325628e-11,Homo sapiens,CTCF,tf,T47D,Epithelium,Mammary Gland,1
53593|MED1,3.867739462037889e-11,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
3056|CTCF,4.199518510716871e-11,Homo sapiens,CTCF,tf,None,Stromal Cell,Adipose,1
56820|TFAP2A,4.710803969132371e-11,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
45567|CTCF,4.7129911084908827e-11,Homo sapiens,CTCF,tf,AG09319,Fibroblast,Gingiva,1
54126|CEBPB,5.0943416152193777e-11,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
56821|TFAP2A,5.330375030254686e-11,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
52495|TCF21,5.572969863365529e-11,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1
54127|CEBPB,6.712108646667048e-11,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
73526|BRD4,6.760403348238242e-11,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
49266|SCML2,6.896921922461274e-11,Homo sapiens,SCML2,tf,293T-Rex,None,None,1
36356|POLR2B,1.0250716941939686e-10,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1
50380|EZH2,1.5796042251992048e-10,Homo sapiens,EZH2,cr,None,Proerythroblast,Fetal Liver,1
45707|CTCF,1.827162865453147e-10,Homo sapiens,CTCF,tf,None,Endothelial Cell,Umbilical Vein,1
36362|GTF2B,2.822251321532576e-10,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1
45853|FOS,3.2339064759412395e-10,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
46367|CTCF,3.322506159086913e-10,Homo sapiens,CTCF,tf,SK-N-SH_RA,Neuron,Brain,1
46366|RAD21,3.39616890165928e-10,Homo sapiens,RAD21,not sure,SK-N-SH_RA,Neuron,Brain,1
45569|CTCF,4.06797873164777e-10,Homo sapiens,CTCF,tf,AG10803,Fibroblast,Skin,1
45839|CTCF,4.755233429243333e-10,Homo sapiens,CTCF,tf,None,Epithelium,Mammary Gland,1
35380|CTCF,4.803478725889931e-10,Homo sapiens,CTCF,tf,NHLF,Fibroblast,Lung,1
33720|MYC,4.941718145801133e-10,Homo sapiens,MYC,tf,BJ,Fibroblast,Skin,1
45838|CTCF,5.126581381631468e-10,Homo sapiens,CTCF,tf,None,Epithelium,Mammary Gland,1
54104|DAXX,5.468424602028676e-10,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1
46036|JUND,5.544834036363966e-10,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1
57809|BRD4,5.675086511836014e-10,Homo sapiens,BRD4,cr,LX2,Hepatic Stellate Cell,None,1
45472|CTCF,5.918617262956616e-10,Homo sapiens,CTCF,tf,NHDF-Ad,Fibroblast,Skin,1
64946|BHLHE40,6.034328037252124e-10,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
36075|MYOD1,6.105174144011016e-10,Homo sapiens,MYOD1,tf,None,Myoblast,None,1
40221|BRD4,6.341541181065224e-10,Homo sapiens,BRD4,cr,U87,None,Brain,1
45845|CTCF,6.605750391130982e-10,Homo sapiens,CTCF,tf,HRE,Epithelium,None,1
45847|CTCF,6.783729689097129e-10,Homo sapiens,CTCF,tf,None,Epithelium,None,1
45843|CTCF,6.955759856985821e-10,Homo sapiens,CTCF,tf,None,Fibroblast,Lung,1
45526|CTCF,7.287966896640796e-10,Homo sapiens,CTCF,tf,None,Osteoblast,Bone,1
72625|ETS1,7.575537974702229e-10,Homo sapiens,ETS1,tf,None,Endothelial Cell,Umbilical Vein,1
46015|CTCF,7.664366363790975e-10,Homo sapiens,CTCF,tf,NHDF-neo,Fibroblast,Skin,1
52496|TCF21,7.724385575613724e-10,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1
45563|CTCF,8.306838550353746e-10,Homo sapiens,CTCF,tf,AG04450,Fibroblast,Fetal Lung,1
45561|CTCF,8.510642746095698e-10,Homo sapiens,CTCF,tf,AG04449,Fibroblast,Skin,1
45832|CTCF,9.705158898754007e-10,Homo sapiens,CTCF,tf,None,Embryonic Fibroblast,Foreskin,1
3058|CTCF,9.914984389070014e-10,Homo sapiens,CTCF,tf,None,Stromal Cell,Adipose,1
45737|GTF2F1,9.91599635735696e-10,Homo sapiens,GTF2F1,tf,HeLa-S3,Epithelium,Cervix,1
45841|CTCF,1.0412232742673666e-09,Homo sapiens,CTCF,tf,None,Fibroblast,Pulmonary Artery,1
54241|FOSL2,1.151145179179025e-09,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1
71280|WDR5,1.1522617304748906e-09,Homo sapiens,WDR5,cr,BGC823,human gastric cancer cells,None,1
36636|CTCF,1.156330753371293e-09,Homo sapiens,CTCF,tf,None,Myoblast,Skeletal Muscle,1
45334|CTCF,1.156330753371293e-09,Homo sapiens,CTCF,tf,None,Myoblast,Skeletal Muscle,1
46041|RAD21,1.1994377158153213e-09,Homo sapiens,RAD21,not sure,SK-N-SH_RA,Neuron,Brain,1
45850|CTCF,1.2490163348033434e-09,Homo sapiens,CTCF,tf,None,Endothelial Cell,Umbilical Vein,1
