,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
67749|GATA2,5.540845528744309e-06,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1
39365|SMAD3,6.203594845563527e-06,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1
6571|FOXA1,8.150580433114493e-06,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
45853|FOS,8.79738398794896e-06,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
62718|FOSL2,2.0758692522019822e-05,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
64863|NR3C1,3.764460007437043e-05,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1
71243|CEBPB,4.9706022287783084e-05,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
63298|FOSL2,5.893862420281604e-05,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
67747|GATA2,8.582448756288065e-05,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1
33144|GATA3,8.60885121133761e-05,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1
41809|EZH2,0.00010756431494728096,Homo sapiens,EZH2,cr,None,iPSC,None,1
1740|FOS,0.00014394107323061173,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
67746|GATA2,0.00015229951534044808,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1
68841|FOXA1,0.00017089985453242048,Homo sapiens,FOXA1,tf,T47D,Embryonic Stem Cell,Breast,1
33148|GATA3,0.00019216957959807584,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1
33150|GATA3,0.00019273173982983644,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1
64669|CEBPB,0.00020789871132488057,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
63170|FOSL2,0.0002625993231931128,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
64862|NR3C1,0.0002780330821538658,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1
63153|CEBPB,0.00029598376308642856,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
67737|GATA2,0.00031768920338778905,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1
53986|ESR1,0.000340867811659575,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
62940|CEBPB,0.00034278842860707253,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
41824|JARID2,0.00036663400159715076,Homo sapiens,JARID2,cr,None,iPSC,None,1
64484|FOSL2,0.00037075497128341876,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
6570|FOXA1,0.00038659479662492497,Homo sapiens,FOXA1,tf,T47D,Epithelium,Mammary Gland,1
71969|ESR1,0.0004109658135029986,Homo sapiens,ESR1,tf,U2OS,None,Bone,1
70945|NR3C1,0.0004795789257762911,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0
