,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
54126|CEBPB,0.00000000000000024426414062949366845917894503761293701058024601081154187801799930249680036395697053813461583194292827401457133036457633820215889412183793624132705613831064551955757473554802656262434077010238275205617,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
52092|TP53,2.070565940925917e-14,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
54127|CEBPB,2.170486013142181e-14,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
52091|TP53,5.140332604014475e-14,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
73970|ZNF202,7.011058400507864e-14,Homo sapiens,ZNF202,,293T,None,None,1
62934|BCL3,1.2856382625159313e-13,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
45754|E2F1,1.3589129821411916e-13,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
36356|POLR2B,1.4405143744511406e-13,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1
53593|MED1,1.7352785874891197e-13,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
45750|E2F1,3.967381978497997e-13,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
53347|CDK9,4.85722573273506e-13,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
71136|BRD4,6.191713808334498e-13,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1
46052|NR3C1,7.018274850167927e-13,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0
55393|SPI1,7.538414337204813e-13,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0
73696|LEO1,8.290590436388356e-13,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1
48085|AR,1.158129148137732e-12,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
65146|ZBTB14,1.3442580382161395e-12,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1
48089|AR,1.6092127630429331e-12,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
46221|TAF1,1.6922574452848949e-12,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1
45861|CEBPB,2.210565064331149e-12,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
62535|BCL3,2.5606738951466923e-12,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
69365|FOXA1,2.6035840150484546e-12,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
53594|MED1,3.872457909892546e-12,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
37584|TBP,5.892952792407868e-12,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1
37579|FLI1,6.683209541336055e-12,Homo sapiens,FLI1,tf,ME-1,Leukemia Cell,None,0
70810|MYC,7.033484905605292e-12,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
33571|PR,7.871314711138666e-12,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
2280|E2F1,8.977207865967785e-12,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
71215|FOXA1,9.057254946043258e-12,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
63664|BCL3,1.3951673150103261e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
49036|ERCC6,1.4770074052705695e-11,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1
49484|MED1,1.5158763133626962e-11,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1
64102|BCL3,1.563799090220641e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
71214|FOXA1,1.577965536014858e-11,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
63002|BCL3,1.6804002633818982e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
71137|BRD4,1.9403645357130017e-11,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1
41831|ZBTB17,2.475003535451492e-11,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1
63883|BCL3,2.6093072147403973e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
33137|FOXA1,2.6798951946460647e-11,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
74838|JMJD6,2.703787194135998e-11,Homo sapiens,JMJD6,cr,None,3565 cells,None,1
47327|FOXA1,2.8895885684221412e-11,Homo sapiens,FOXA1,tf,DU145,Epithelium,Prostate,1
71212|FOXA1,3.1182556536890615e-11,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
6568|FOXA1,3.7035874367319366e-11,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
5458|CEBPB,3.824451866307754e-11,Homo sapiens,CEBPB,tf,LS180,Epithelium,Colon,1
37596|TAL1,5.6423754557499706e-11,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1
64802|BCL3,5.7211901882681104e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
48086|AR,5.962746962850929e-11,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
54243|FOXO1,6.199751823032784e-11,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1
71807|FOXA1,6.912426187000165e-11,Homo sapiens,FOXA1,tf,None,None,Breast,1
53346|CDK9,6.962652676634207e-11,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
65147|EGR2,7.147554770270403e-11,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1
2278|E2F1,7.231770737803345e-11,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
67738|FOXA1,7.369543864044203e-11,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
37635|ERG,7.818629077505079e-11,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0
33143|FOXA1,8.887529601153688e-11,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
65125|PRDM6,1.058217957705665e-10,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1
73714|AFF1,1.1214501549616784e-10,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1
56961|GTF2B,1.1296041879660379e-10,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
63885|BCL3,1.360765944369291e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
37587|GATA2,1.372463809268254e-10,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0
33459|ERG,1.433587137888992e-10,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
54125|CEBPB,1.4787998603438268e-10,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
73186|FOXA1,1.5034812284042687e-10,Homo sapiens,FOXA1,tf,MCF-7,asynchonous cells,Breast,1
48088|AR,1.7085366454949735e-10,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
1740|FOS,1.992376263970641e-10,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
55466|NELFA,2.0132062683586582e-10,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0
37588|SPI1,2.0651963472673174e-10,Homo sapiens,SPI1,predicted transcription factor,ME-1,Leukemia Cell,None,0
71218|FOXA1,2.428508505403215e-10,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
71213|FOXA1,2.4713353585781306e-10,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
5459|CEBPB,2.508727670047506e-10,Homo sapiens,CEBPB,tf,LS180,Epithelium,Colon,1
50039|FOXA1,2.633577800281728e-10,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
37608|MYH11,2.782481467455966e-10,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1
71138|BRD4,2.8333280166492614e-10,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1
73729|GATA1,2.932350473550116e-10,Homo sapiens,GATA1,tf,None,Hematopoietic stem and progenitor cell,Blood,0
33569|PR,2.982905589199447e-10,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
64103|BCL3,3.0193958444613145e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
62933|BCL3,3.0983260401740154e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
62533|BCL3,3.531024916902936e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
46004|FOS,3.924205960181837e-10,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1
69203|TRIM24,4.743796466755157e-10,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0
55895|T,4.76215067379826e-10,Homo sapiens,T,tf,None,Fibroblast,None,1
64800|BCL3,5.094742405731267e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
55392|SPI1,5.93988580543936e-10,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0
64914|BCL3,6.005825281540922e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
54104|DAXX,6.21421081259399e-10,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1
71243|CEBPB,6.798391849471841e-10,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
46377|REST,7.064502316467269e-10,Homo sapiens,REST,tf,U87,None,Brain,1
45895|CCNT2,7.137979651794524e-10,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1
57090|TRIM28,7.430695503352069e-10,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1
64101|BCL3,7.682861569158206e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
71242|CEBPB,7.815603164651463e-10,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
67719|FOXA1,7.908363963693432e-10,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
33520|ESR1,8.404203444278835e-10,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
67713|FOXA1,8.794266426193076e-10,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
67717|FOXA1,8.808426210649145e-10,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
76857|ZMYND8,9.488083652087198e-10,Homo sapiens,ZMYND8,cr,HEK293,None,Kidney,1
63884|BCL3,1.000134974837863e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
2279|E2F1,1.0121825044784316e-09,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
51450|FOXA1,1.0129347915999176e-09,Homo sapiens,FOXA1,tf,HUES64,Embryonic Stem Cell,Embryo,1
49467|598-SKD,1.0741991740559342e-09,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1
68711|BRD4,1.285883288737466e-09,Homo sapiens,BRD4,cr,IMR90,None,None,1
53598|RELA,1.3930152586993927e-09,Homo sapiens,RELA,tf,None,Adipocyte,None,1
50411|PPARG,1.473189903400396e-09,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1
43081|CDK9,1.5229923988613336e-09,Homo sapiens,CDK9,tf,HEK293T,Epithelium,Embryonic Kidney,1
63003|CEBPB,1.6279569359234358e-09,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
67744|FOXA1,1.641675018149158e-09,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
47329|FOXA1,1.8633207754525927e-09,Homo sapiens,FOXA1,tf,DU145,Epithelium,Prostate,1
34997|FOXM1,1.9909546233876085e-09,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
64913|BCL3,1.993680887046878e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
71216|FOXA1,2.0263540845277817e-09,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
67516|GATA3,2.085574934973522e-09,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
33489|FOXA1,2.1799053118165546e-09,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
33506|ESR1,2.211611116464951e-09,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1
59165|KMT2A,2.2522543829950337e-09,Homo sapiens,KMT2A,not sure,SEM,Pre-B Lymphocyte,None,1
35046|ESR1,2.2641176156135145e-09,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
33150|GATA3,2.353580663694288e-09,Homo sapiens,GATA3,tf,MCF-7,Epithelium,Breast,1
