,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
542|E2F4,3.784290970433875032179191065569493777953240063362923879947999034829406920709748551685025488571968934320222890353532713770685292785660017204008733260406274840243167861732913201813212151957003482464857e-104,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0
49480|E2F4,9.784464754428922775734615718918147692628543044827765808661236850928891815802589386504122182398120412445509818211883301496485884985827073535145691258772532391655071192055018351608499494120424423757458e-98,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1
36812|E2F4,1.6051364094726139017286407136024714485233678930345366760682145507372200478290219228349174513261618490325195066087694440855785001820838604883005604535623117217532456067029226694002926850611027887956678e-92,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
67455|E2F1,2.8124464396154056854386250105081231716395942947166173638427417911787545927783557695761886478045605260129857639810351763881919304479595418438533265480061060269436854207641908542792443978902224494468833e-76,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67454|E2F1,1.2166404025638959934354817667843464993387787088050399712233924137194805407022126599202842411852607383683153703336592281942431353563457205288365091808224882406761099070546051355310533542169168533840936e-72,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67457|E2F1,5.7576934612456902274240974949802192721976543963750981002698538114706028347504595974531420798285638257958726510416504982087068832181655825146787040779972498725513015489852083302631253666956019906497151e-72,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67459|E2F1,3.7466639632603376995861294778483386158100744913180528205440082934987821496921761927282810267529932637205315394555787273141491018139185689946440864276264560577877496811338561364832703946261569723553208e-71,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
63739|E2F4,4.5145264440530150647733596313120631840180753551565725889245107309808472417451758673741441214231757308343951621802707257481747667954983444705624601790426519222915091830729878476507474106140562126343543e-70,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
3225|E2F4,0.000000000000000000000000000000000000000000000000000000000000000058470566372660797560433960910748511670463599295923688470160319406296346322657625445280177758183102696666604502502083127124378933254960101953093537293139506052040805824171131320567906558960855767452723,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
70857|E2F1,0.00000000000000000000000000000000000000000000000000000000000000041405591599423935976317346719095008262275157220452458285645285205344219442167636725615489306699532169537670498916154829280496302863186017903674326511003058866244881499732681875904281836811030058611682,Homo sapiens,E2F1,tf,U2OS,osteosarcoma,None,1
36807|E2F4,0.00000000000000000000000000000000000000000000000000000000000000064614626560771159819976743495457954376223489793114115943053212963175862557044780586744097625073979958008782541851735608072580587668362566315468719954236914593039772229281409388225460976464186311346441,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
45617|E2F4,0.0000000000000000000000000000000000000000000000000000000000000032029876057645990870420574523992950695971364588126331809734674291057777157726265233819020743428183845504316505256807733297439273529149426162110359850640088836287678018823717261181174770343747177421834,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
