,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
46351|JUND,5.757482900690778e-07,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1
54127|CEBPB,6.238353278592602e-07,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
55300|JUN,3.009151777318423e-06,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
65122|ZFP64,3.4792778714980475e-06,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1
39365|SMAD3,4.119806498178399e-06,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1
54126|CEBPB,4.222829832377945e-06,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
62958|NFE2L2,4.589020244506795e-06,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1
55513|YAP1,5.68504952833142e-06,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1
54125|CEBPB,5.932389065056896e-06,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
52500|JUN,1.0866945460134564e-05,Homo sapiens,JUN,tf,None,None,Coronary artery smooth muscle,1
1740|FOS,1.2945535525297385e-05,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
76849|EBF3,1.5556099622321854e-05,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
54241|FOSL2,1.704197792457508e-05,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1
46346|FOSL2,2.8837043706897725e-05,Homo sapiens,FOSL2,tf,SK-N-SH,Neuroblastoma cell,Brain,1
73970|ZNF202,3.071743024722807e-05,Homo sapiens,ZNF202,,293T,None,None,1
55512|YAP1,4.22250832190727e-05,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1
65123|ZFP64,4.738736808113487e-05,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1
45861|CEBPB,5.4457652915460207e-05,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
32784|ATF3,5.741523294874194e-05,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1
56633|JUN,5.9229792658804105e-05,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
63878|NFE2,7.491578351081878e-05,Homo sapiens,NFE2,tf,K562,Erythroblast,Bone Marrow,1
54676|YAP1,0.00010600138091944498,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
54612|TEAD1,0.00011066364307830628,Homo sapiens,TEAD1,tf,SF268,None,None,1
52496|TCF21,0.00011824919979735651,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1
52091|TP53,0.00013473302624841737,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
56634|JUN,0.00014275050520714446,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
70810|MYC,0.00014720716184072797,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
54611|TEAD1,0.00015082742324623724,Homo sapiens,TEAD1,tf,SF268,None,None,1
56632|JUN,0.00017129551952038642,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
56542|TEAD1,0.00017860143064460919,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1
56670|AR,0.00020053744840629374,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1
33197|MAX,0.0002148279254601131,Homo sapiens,MAX,tf,U87,None,Brain,1
55299|JUN,0.00023879498373823138,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
71242|CEBPB,0.00025060656575853096,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
54675|YAP1,0.00033330123990322916,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
68711|BRD4,0.00035837219740320254,Homo sapiens,BRD4,cr,IMR90,None,None,1
63080|FOSL2,0.00036534770987811703,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
8482|KAT7,0.0004108993057458775,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1
67502|GATA3,0.00048516453621126306,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
51450|FOXA1,0.0005336238707304752,Homo sapiens,FOXA1,tf,HUES64,Embryonic Stem Cell,Embryo,1
1314|PHF8,0.0005926960822122483,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1
65084|SP2,0.0006397939688788211,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
45848|JUN,0.0007556414565314808,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1
48240|TEAD1,0.0007739371408926772,Homo sapiens,TEAD1,tf,RD,None,Muscle,1
46004|FOS,0.0008026019498074276,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1
48343|SNAI2,0.0009241900509579918,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1
64790|FOSL2,0.0009850672761680934,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
56535|TEAD1,0.0010299629321373779,Homo sapiens,TEAD1,tf,None,None,None,1
65114|ZNF121,0.0010743449640715586,Homo sapiens,ZNF121,,HEK293,Epithelium,Embryonic Kidney,1
39364|VDR,0.001095974155401322,Homo sapiens,VDR,tf,LX2,Hepatic Stellate Cell,None,1
33569|PR,0.0011658427143510792,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
75561|BRD4,0.0011839358082281174,Homo sapiens,BRD4,cr,None,None,Retina,1
45853|FOS,0.001186541419727726,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
63081|FOSL2,0.0012168856130275391,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
37604|CBFB,0.0012411268311551243,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1
75045|FOSL1,0.0012479384771899977,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1
65147|EGR2,0.0012506726989112578,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1
58062|KDM2B,0.0012713546937347775,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0
46002|STAT3,0.0012937598851404284,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1
65151|SP1,0.0013367453023834205,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
33571|PR,0.0014359438081804397,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
39770|PR,0.0014468497649214626,Homo sapiens,PR,predicted transcription factor,None,Leiomyoma Cell,None,1
76817|NEUROG2,0.0015939656272187881,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
53597|RELA,0.0017490107621918611,Homo sapiens,RELA,tf,None,Adipocyte,None,1
46361|GATA3,0.0017508700479731527,Homo sapiens,GATA3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
75287|ZBTB48,0.0017583251905818934,Homo sapiens,ZBTB48,,HeLa,None,None,1
77039|ZNF783,0.0017789760059481676,Homo sapiens,ZNF783,tf,293T,None,None,1
71243|CEBPB,0.00181708907665659,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
76818|NEUROG2,0.0018442084506553207,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
1743|GATA2,0.0018618361170031636,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1
65170|ZNF121,0.0019833215745697855,Homo sapiens,ZNF121,,HEK293,Epithelium,Embryonic Kidney,1
45744|JUN,0.002040302820253739,Homo sapiens,JUN,tf,HeLa-S3,Epithelium,Cervix,1
41788|EZH2,0.00220187904666813,Homo sapiens,EZH2,cr,None,iPSC,None,1
49482|ZNF92,0.0022364826410681098,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1
39359|SMAD3,0.002264519480138328,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1
43165|NR2F2,0.002328769946304657,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1
34236|STAT3,0.002444561805185985,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1
6543|TP73,0.0024851530447904686,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1
45753|TFAP2A,0.0025893109879407757,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
52092|TP53,0.0026320671373859152,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
37635|ERG,0.002640154556084206,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0
65125|PRDM6,0.0027670042439756864,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1
46102|ZBTB7A,0.002826721839227347,Homo sapiens,ZBTB7A,predicted transcription factor,ECC-1,Epithelium,Endometrium,1
44562|EMX1,0.002881751200273406,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1
67503|GATA3,0.002914050052695179,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
70815|SP1,0.003049607135590347,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
76495|BRPF3,0.003127346693310678,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1
44874|5HMC,0.0031652915965730095,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1
63170|FOSL2,0.003203650353960825,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
2401|TFAP2A,0.003374749725954416,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1
46296|FOSL1,0.003401789535155262,Homo sapiens,FOSL1,tf,K562,Erythroblast,Bone Marrow,1
67495|GATA3,0.003446144667658416,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
1083|SMAD2/3,0.0035293981600455883,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1
68970|ESR1,0.003607295652671035,Homo sapiens,ESR1,tf,T47D,None,Breast,1
76814|NEUROG2,0.0036504324458710136,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
36958|TFAP2A,0.003820110021804174,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
33510|FOXA1,0.003865520875037284,Homo sapiens,FOXA1,tf,MCF-7,Epithelium,Breast,1
40217|BRD4,0.003985079251366832,Homo sapiens,BRD4,cr,U87,None,Brain,1
48802|KDM1A,0.004008598449172662,Homo sapiens,KDM1A,cr,None,Keratinocyte,Foreskin,1
69865|FOXA1,0.004032241856055944,Homo sapiens,FOXA1,tf,MCF-7,MCF 7 Cells,None,1
62718|FOSL2,0.004056010034179461,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
1742|GATA2,0.004091897482042765,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1
35315|GRHL2,0.004259006455382322,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1
62554|ZNF600,0.004351167668399636,Homo sapiens,ZNF600,,HEK293,Epithelium,Embryonic Kidney,1
5395|SP1,0.0044150226156940255,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,None,Colon,1
46007|FOS,0.004558458938076821,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1
68002|GRHL2,0.004576124855145355,Homo sapiens,GRHL2,tf,OVCA429,None,None,1
40221|BRD4,0.00462948984302706,Homo sapiens,BRD4,cr,U87,None,Brain,1
2402|TFAP2A,0.00476533963718093,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1
62754|FOSL2,0.004797544957840546,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1
68712|BRD4,0.004834588544651893,Homo sapiens,BRD4,cr,IMR90,None,None,1
64575|MAFG,0.004951998566986109,Homo sapiens,MAFG,tf,K562,Erythroblast,Bone Marrow,1
53347|CDK9,0.004951998566986109,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
59165|KMT2A,0.004951998566986109,Homo sapiens,KMT2A,not sure,SEM,Pre-B Lymphocyte,None,1
75284|ZBTB48,0.00502846770450934,Homo sapiens,ZBTB48,,HeLa,None,None,1
35323|GRHL2,0.00502846770450934,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1
46358|PBX3,0.005130428593927452,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
49481|RPE,0.005164822220790737,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1
63686|ZBTB8A,0.005199420895476358,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1
50408|PPARG,0.005244207867431923,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1
71136|BRD4,0.005375526366413433,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1
33459|ERG,0.005447440435995993,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
52501|JUND,0.005488916970084194,Homo sapiens,JUND,tf,None,None,Coronary artery smooth muscle,1
76494|BRPF3,0.005541157103523049,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1
45852|GATA2,0.0056203455636282176,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1
45999|FOS,0.00569515983503562,Homo sapiens,FOS,tf,MCF-10A,Epithelium,Breast,1
68003|GRHL2,0.0057005373865732425,Homo sapiens,GRHL2,tf,NIH:OVCAR-3,None,None,1
58086|KDM2B,0.005908253264098693,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,1
56666|HOXB13,0.005958421604850152,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1
5925|JUND,0.0060089672899081605,Homo sapiens,JUND,tf,PC-3,Epithelium,Prostate,1
48339|SNAI2,0.006157129697766786,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1
