,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
55513|YAP1,0.0000000000000000027700332297414526573908734751141147806444820333186296974628609612717073018261401214741473348898000867238521312747965556284242137798251535855267741167735454744332064022609585584899703779104933434365475,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1
56535|TEAD1,0.0000000000000000076930009475794246788193023833665217157686811206344913969955698472670855118361705588018192315268135868321843270843493943248410976782614984759191234449971357128315507478997934849041541034877987767941927,Homo sapiens,TEAD1,tf,None,None,None,1
55512|YAP1,0.0000000000000001458659958123796853368899701027722537810579230918735165591659022023017373857584344084750914915933872042504256278947345006563894238993909186290579557244179282903359704456247547260664525810635196394888,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1
54611|TEAD1,0.00000000000000018763949799792794828713176608611074310288499925680652949585371786344196792017209353116846871708029716800873152525260936148487698596733893045408367138006879192526678636771160409388222271421041711230456,Homo sapiens,TEAD1,tf,SF268,None,None,1
71242|CEBPB,0.00000000000000022588758051677876998822676183424266896247657110883323671294500113975425315461091789124019151763820209408890462045388442521143984925399804440569679505908474355621232216924742234089599756690782358662912,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
68711|BRD4,0.00000000000000032970549494969700880870254593577955362787352179428797411381495758694461294632164824364889004833477389036066530990358444145677556216962767855403401065332909890726161360613959797378850181103032852637796,Homo sapiens,BRD4,cr,IMR90,None,None,1
65214|GLIS1,0.0000000000000011641238176107916726046191927537672567500280928839909206290620348667310660027286703979070298988580196033466181416100453331631318809703963362946894959171987561047864757986407226183531803326485467847237,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1
39978|TFAP2C,3.4416913763379853e-15,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1
54241|FOSL2,5.162537064506978e-15,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1
50412|KLF11,1.6819878823071122e-14,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
45861|CEBPB,2.0650148258027912e-14,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
65147|EGR2,2.1038726316646716e-14,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1
45867|MAZ,3.164135620181696e-14,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1
71243|CEBPB,4.4575454438700035e-14,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
56542|TEAD1,6.833422716567839e-14,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1
52495|TCF21,7.110978472724128e-14,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1
56670|AR,7.494005416219807e-14,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1
44433|TAL1,9.697798120100742e-14,Homo sapiens,TAL1,tf,None,None,Cord blood,1
73535|CEBPB,1.3472556403826275e-13,Homo sapiens,CEBPB,tf,SUM159PT,None,Breast,1
54126|CEBPB,2.053357484044227e-13,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
44435|TAL1,2.2354340600827527e-13,Homo sapiens,TAL1,tf,None,None,Cord blood,1
65151|SP1,2.9753977059954195e-13,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
76812|NEUROG2,3.316791286067655e-13,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
39365|SMAD3,3.3700819912496627e-13,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1
56820|TFAP2A,3.7242431361050876e-13,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
54104|DAXX,4.612421555805213e-13,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1
54125|CEBPB,7.006617508409363e-13,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
55297|TEAD4,7.593925488436071e-13,Homo sapiens,TEAD4,tf,MDA-MB-231,Epithelium,Breast,1
56817|NR2F1,8.982814492242142e-13,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1
73533|CEBPB,9.079959006896843e-13,Homo sapiens,CEBPB,tf,SUM159PT,None,Breast,1
54676|YAP1,1.0538792061254298e-12,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
45744|JUN,1.334654609053132e-12,Homo sapiens,JUN,tf,HeLa-S3,Epithelium,Cervix,1
43165|NR2F2,1.7277290709216686e-12,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1
56669|AR,1.8691714842589136e-12,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1
55393|SPI1,2.1367907443448075e-12,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0
45866|MXI1,2.42067477174146e-12,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1
70810|MYC,2.784272812306199e-12,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
33569|PR,4.2174597147948134e-12,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
56821|TFAP2A,6.238398686519986e-12,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1
73525|BRD4,6.3151706086728154e-12,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
76811|NEUROG2,6.884048886490746e-12,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
33197|MAX,7.2377659421363205e-12,Homo sapiens,MAX,tf,U87,None,Brain,1
54127|CEBPB,9.762024522075308e-12,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
65115|MAZ,1.1038281400033156e-11,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1
45848|JUN,1.13081211061683e-11,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1
76817|NEUROG2,1.1893208640145758e-11,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
64946|BHLHE40,1.2971235197056785e-11,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
65123|ZFP64,1.349531597583109e-11,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1
46362|TCF12,1.5322687563212867e-11,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1
2402|TFAP2A,1.553956963107339e-11,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1
2401|TFAP2A,2.2996882176329336e-11,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1
73510|BRD4,2.373146124057257e-11,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
49484|MED1,2.5046298368636144e-11,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1
52496|TCF21,2.790373487826514e-11,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1
64398|CEBPB,2.9011515412236122e-11,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
65186|EGR3,2.9337365869963605e-11,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
73526|BRD4,2.970684809255886e-11,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
64945|BHLHE40,3.0306035458949054e-11,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
64400|CEBPB,3.148142857511971e-11,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
65062|ZNF467,3.543582094422959e-11,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1
46349|MAX,3.763855893623713e-11,Homo sapiens,MAX,tf,SK-N-SH,Neuroblastoma cell,Brain,1
62940|CEBPB,4.114258933540782e-11,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
65084|SP2,4.899547434433771e-11,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
55299|JUN,5.151984394657916e-11,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1
62645|HES2,6.518086070883555e-11,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1
46102|ZBTB7A,9.397671529853824e-11,Homo sapiens,ZBTB7A,predicted transcription factor,ECC-1,Epithelium,Endometrium,1
54243|FOXO1,9.554046442872277e-11,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1
50413|KLF11,9.946365953084069e-11,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
76818|NEUROG2,1.235495039608736e-10,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
