,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
48085|AR,0.0000000000000000000000016957796784409754863323663324222540653559507449155436378139534706587446758451666681528589792949246446374529064520798764044677960652553191609286236433946306741675303090253501899068096771390344952832428,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
1740|FOS,0.0000000000000000000003304635197854567504669158027569340397382001107964737178185232299929729906678523128501920145500950515945706095766760698681081968800550422621900068985662147919774000745619173598555424872958279197605846,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
54126|CEBPB,0.00000000000000000000081208738457556470212831758630332045790074590176338160258219688205786915498710776286112179235532308879062173071045710144934137187618145316409083778051586413322384807320712031306553619245228232192340818,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
54125|CEBPB,0.0000000000000000000036653240113278297923424817474627655850341301469349553737277808537754802704931271134061422378905602928092539881484437008933498978103334278560821623271661146883892693728812867001136329709681310449978102,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
48086|AR,0.000000000000000000011135095660484991538901789369621084344083402470452955832769710159493818780189856110131083980740297427147427838529755144334151449006182597881342074669104148652025603439486232542701427812020635680420019,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
48089|AR,0.000000000000000000012344661691406454520814721903852171840670491254860357286906126430256593989443359095609062590943288797116098456033566205470846856491409838638629049807571385058145020993851068809070227083565691273569825,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
54127|CEBPB,0.000000000000000000025927271046242029878074878813753373787971327671636437006138684907032094238169503789431745897546310898206034657225132431867201603668799213141115695681673008349331896096422400487895174476006445989046793,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
54241|FOSL2,0.000000000000000000052893339929332783150683587877019835092550657896964462831175989858765327158930808342392067040092800601924930242211872641982237065098990627233467957030063133713262213355757786643141686299130951308462391,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1
33571|PR,0.000000000000000000086762120345278453353923088326302948497205058431476376742235468695686137115255627876121368680843481785183082178134136340685860756830511481470269752890294651218358447756675200088043882677621916391014015,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
71242|CEBPB,0.0000000000000000001328782419823955665380246721471388063089681812227918624716226365572063725104734722450443333139054508774684037122088484826890072292030894237447149960019397505527433441933362663754173815671272582670865,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
