,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
65146|ZBTB14,5.803636592207485e-13,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1
37635|ERG,5.525510574008355e-12,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0
77149|ZNF282,6.570983975131193e-12,Homo sapiens,ZNF282,tf,293T,None,None,1
70810|MYC,3.490828136134074e-11,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1
65120|ZBTB26,4.400928967552871e-11,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1
73970|ZNF202,5.762609129790629e-10,Homo sapiens,ZNF202,,293T,None,None,1
44332|E2F1,1.200458847140716e-09,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
39719|TET3,9.745865932353297e-09,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,0
37608|MYH11,3.5651927922879706e-08,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1
55393|SPI1,3.630528410097083e-08,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0
57090|TRIM28,3.9510773214246084e-08,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1
45750|E2F1,4.456967614680061e-08,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
45754|E2F1,5.025318499750052e-08,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
74688|GRHL3,5.147121714790644e-08,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1
76149|MYC,7.015333773566716e-08,Homo sapiens,MYC,tf,LNCaP,Epithelium,Prostate,1
37588|SPI1,7.183520495756762e-08,Homo sapiens,SPI1,predicted transcription factor,ME-1,Leukemia Cell,None,0
52092|TP53,8.728042392585338e-08,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
70805|MYC,1.169586332824897e-07,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0
41574|BRD1,1.2396689860533047e-07,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1
75559|BRD4,1.3841651764572025e-07,Homo sapiens,BRD4,cr,None,None,Retina,1
53300|RARA,1.4666172053490912e-07,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1
58086|KDM2B,1.8677282487387457e-07,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,1
58074|KDM2B,2.2044415169984578e-07,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0
76496|BRPF3,2.320350237841689e-07,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1
44336|E2F1,2.512419707421043e-07,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
58083|KDM2B,2.5846620713035034e-07,Homo sapiens,KDM2B,cr,None,Stem cell,Blood,1
37057|FLI1,3.2392788854998366e-07,Homo sapiens,FLI1,tf,U937,None,Pleura,1
58079|KDM2B,3.875347605142384e-07,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,1
37587|GATA2,4.143598728625347e-07,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0
77103|ZNF519,4.260571057082628e-07,Homo sapiens,ZNF519,tf,293T,None,None,1
70815|SP1,4.7085729342199806e-07,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
44321|E2F1,4.840856770904472e-07,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
37604|CBFB,5.527226792151496e-07,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1
44333|E2F1,6.921806549944649e-07,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
37633|ERG,7.191484503539539e-07,Homo sapiens,ERG,other,MCF-7,Epithelium,Breast,1
8482|KAT7,8.558352515652408e-07,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1
37596|TAL1,8.604855666949722e-07,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1
48576|KDM6B,8.937244137146351e-07,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1
57093|CDK9,9.956306096268713e-07,Homo sapiens,CDK9,tf,HCT-116,None,Colon,1
37584|TBP,1.1266307740144732e-06,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1
33459|ERG,1.2143109873633432e-06,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
3225|E2F4,1.267317126879338e-06,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
51554|SMAD1,1.3155132264731732e-06,Homo sapiens,SMAD1,predicted transcription factor,HUES64,Embryonic Stem Cell,Embryo,1
58506|WDR5,1.4323699279856055e-06,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1
2280|E2F1,1.470886466487796e-06,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
36844|MYC,1.5103956059199354e-06,Homo sapiens,MYC,tf,MDA-MB-453,Epithelium,Mammary Gland,1
58940|NRF1,1.6700197628880298e-06,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
53347|CDK9,1.6877337169324275e-06,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
70807|MYC,2.3354610569495867e-06,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0
2282|E2F1,2.4346489483773503e-06,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
77148|ZNF282,2.4857435727222263e-06,Homo sapiens,ZNF282,tf,293T,None,None,1
37579|FLI1,3.1199908909353463e-06,Homo sapiens,FLI1,tf,ME-1,Leukemia Cell,None,0
53013|E2F1,3.16845670869389e-06,Homo sapiens,E2F1,tf,LNCaP-abl,Epithelium,Prostate,1
37639|ERG,3.250837806733351e-06,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,1
58081|KDM2B,3.2675581308081556e-06,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0
51591|SRF,3.30124593721981e-06,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1
70803|TCF7L1,3.4393495874099053e-06,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1
41481|E2F1,3.510457103993082e-06,Homo sapiens,E2F1,tf,OCI-Ly1,B cell lymphoma,Bone Marrow,1
36141|TP63,3.5647082327515547e-06,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0
69203|TRIM24,3.656913002343663e-06,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0
70806|MYC,3.7705705941369756e-06,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0
67768|NFE2,3.848210479845565e-06,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1
52091|TP53,3.848210479845565e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
67532|BRD4,4.049053927551892e-06,Homo sapiens,BRD4,cr,COLO-741,None,None,1
43684|KDM4C,4.5267653534109275e-06,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
37056|FLI1,4.572768866370141e-06,Homo sapiens,FLI1,tf,U937,None,Pleura,1
58937|NRF1,4.932314344792687e-06,Homo sapiens,NRF1,tf,None,Epithelium,None,1
44312|E2F1,5.239235297051508e-06,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
45788|MAZ,5.90865770257595e-06,Homo sapiens,MAZ,tf,HepG2,Epithelium,Liver,1
58939|NRF1,5.938250723351376e-06,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1
47079|TAL1,5.997861691935159e-06,Homo sapiens,TAL1,tf,None,Erythroid Cell,None,0
65084|SP2,6.118801366859702e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
37619|RUNX1,6.495740756680391e-06,Homo sapiens,RUNX1,tf,ME-1,Leukemia Cell,None,1
67458|E2F1,7.500281211552823e-06,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
76151|MYC,7.500281211552823e-06,Homo sapiens,MYC,tf,LNCaP,Epithelium,Prostate,1
77039|ZNF783,8.910340383804988e-06,Homo sapiens,ZNF783,tf,293T,None,None,1
57092|HEXIM1,8.954122650980251e-06,Homo sapiens,HEXIM1,other,HCT-116,None,Colon,1
58062|KDM2B,9.495755212856952e-06,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,0
44313|E2F1,9.683132886773154e-06,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
44324|E2F1,1.0519498353405559e-05,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
33180|MYC,1.0519498353405559e-05,Homo sapiens,MYC,tf,H128,Epithelium,Lung,1
8810|HDAC2,1.0778293958672492e-05,Homo sapiens,HDAC2,cr,H1,Embryonic Stem Cell,Embryo,1
45222|HDAC2,1.0778293958672492e-05,Homo sapiens,HDAC2,cr,H1,Embryonic Stem Cell,Embryo,1
73716|KMT2A,1.1096851042457472e-05,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1
