,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
53347|CDK9,1.3789913655415376e-11,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
46052|NR3C1,2.0178914095225764e-11,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0
45861|CEBPB,2.9138746970858165e-11,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
46008|MYC,4.311795365197213e-11,Homo sapiens,MYC,tf,MCF-10A,Epithelium,Breast,1
46221|TAF1,6.060940638263901e-11,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1
69456|TP53,6.318279233141766e-11,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
63002|BCL3,7.545775115858078e-11,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
63884|BCL3,1.182778874841972e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
46377|REST,1.4057360830932453e-10,Homo sapiens,REST,tf,U87,None,Brain,1
64802|BCL3,1.5897777538853575e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
37623|MYH11,1.8931617384865262e-10,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1
52092|TP53,2.9586771921330524e-10,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
45750|E2F1,2.97568580887031e-10,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
64102|BCL3,3.1956892687645677e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
69457|TP53,3.415549509888649e-10,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
46000|E2F4,3.4670072368570004e-10,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1
63602|BCL3,3.648728541527646e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
54126|CEBPB,4.0575554027810767e-10,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
64913|BCL3,4.6036990886122453e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
49977|BRD4,4.966274058659792e-10,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
45753|TFAP2A,5.275852532626857e-10,Homo sapiens,TFAP2A,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
56961|GTF2B,7.969480630976022e-10,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
63664|BCL3,9.52589784830593e-10,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
52091|TP53,1.0475303957591109e-09,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
63885|BCL3,1.1755391104983914e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
62933|BCL3,1.237050961666597e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
33569|PR,1.411785743865579e-09,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
70561|MYC,1.5155632859809032e-09,Homo sapiens,MYC,tf,U2OS,None,Bone,1
54127|CEBPB,1.6646244382911846e-09,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
55465|NELFA,1.7525271234219986e-09,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1
36356|POLR2B,1.807615723770084e-09,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1
46230|CEBPD,1.8937659218565273e-09,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1
74052|NKX2-1,2.1743253308947885e-09,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1
47329|FOXA1,2.318082059638016e-09,Homo sapiens,FOXA1,tf,DU145,Epithelium,Prostate,1
38654|NFATC1,2.3560646766895843e-09,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
62934|BCL3,2.654209574348698e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
64242|HES2,3.31329697011995e-09,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1
54125|CEBPB,3.882614285632968e-09,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
53593|MED1,4.410740439553251e-09,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
38742|NFATC1,4.423975241696354e-09,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
64914|BCL3,5.92815291300397e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
1082|SMAD2/3,5.977110806298924e-09,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1
37584|TBP,6.494648541188752e-09,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1
71137|BRD4,6.747832015374655e-09,Homo sapiens,BRD4,cr,MCF-10A,Epithelium,None,1
64101|BCL3,6.804889707279216e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
1314|PHF8,6.969260613054473e-09,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1
36104|ESR1,7.313219529958559e-09,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1
38848|TCF7L1,8.462193834546383e-09,Homo sapiens,TCF7L1,tf,LoVo,None,Colon,0
38703|FOXP3,8.462193834546383e-09,Homo sapiens,FOXP3,tf,LoVo,None,Colon,0
45762|CEBPB,8.490550429396393e-09,Homo sapiens,CEBPB,tf,HeLa-S3,Epithelium,Cervix,1
50408|PPARG,8.764288017548694e-09,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1
41831|ZBTB17,9.30731625103931e-09,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1
64946|BHLHE40,9.728120531349305e-09,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
50112|MAFB,1.0016223961351045e-08,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1
39460|FOXM1,1.0249637583115145e-08,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
38115|MYC,1.326315479666107e-08,Homo sapiens,MYC,tf,HeLa,Epithelium,Cervix,1
52153|FAIRE,1.3749854199662792e-08,Homo sapiens,FAIRE,other,None,Macrophage,None,1
3006|CEBPA,1.4087479516255996e-08,Homo sapiens,CEBPA,tf,None,Adipocyte,Adipose,1
5389|RELA,1.5009640363938814e-08,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1
