,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
71281|WDR5,0.000000000000000000000000000000000000000054682319510966953433197240875201049721088816997053259741225074820217643217153204661197832430763746558069633164417933161463730461667913395527848090482876695864405262278427491836996361323871017657184741,Homo sapiens,WDR5,cr,BGC823,human gastric cancer cells,None,1
52434|WDR5,0.00000000000000000000000000000000000021564198225080355547052409464298519838293765011553416698393553478769631618437901162273649888141595755040202024156265447589737131025443179331238387405785974916177403866142713500178917881414592314322287,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,0
71280|WDR5,0.0000000000000000000000000000000000063796589292381418800385877181250824304106296405943765739707362924032100629511763421650410908744871853252811239681885688176428125159570460998685940614743897247030530290929175165679465321298154196343516,Homo sapiens,WDR5,cr,BGC823,human gastric cancer cells,None,1
72342|MYC,0.0000000000000000000000032702146727147727781884216624338738406963254653074542983055059640648261240729575806708760394833022631847558620672168551195110264526522068529060368251065740794946018766353858270721377520844223443798385,Homo sapiens,MYC,tf,U87,Glioblastoma cell,None,1
48249|WDR5,0.0000000000000000043027476679907371308606064924082195705918467017370593374428560695687377614385962134295311655875301912337294606860745917125715345119159976492320534318478024009007007337271456567307842946897849240168797,Homo sapiens,WDR5,cr,LNCaP,Epithelium,Prostate,1
72343|MYC,0.000000000000000021633106918762604671238748891589538017420342172702775169805334585028511691027482582179817511512710407713907272103134585562629687121657945620636502365246760502355693869186889633797590457889748967224514,Homo sapiens,MYC,tf,U87,Glioblastoma cell,None,1
58334|MED1,2.885247596395857e-12,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
45635|KAT2B,9.240441745106409e-12,Homo sapiens,KAT2B,predicted chromatin regulator,GM12878,B Lymphocyte,Blood,1
70965|BRD4,6.165301602578666e-11,Homo sapiens,BRD4,cr,Raji,B Lymphocyte,Blood,1
69216|BIRA,7.457134909572005e-11,Homo sapiens,BIRA,not sure,BJAB,GCB DLBCL cells,None,0
49280|MYC,7.689815451072946e-11,Homo sapiens,MYC,tf,LS174T,Epithelium,Colon,0
45742|KAT2B,2.0099105713100585e-10,Homo sapiens,KAT2B,predicted chromatin regulator,HeLa-S3,Epithelium,Cervix,1
49267|BMI1,3.622848132600609e-10,Homo sapiens,BMI1,cr,293T-Rex,None,None,1
71925|GTF2B,4.714569290520387e-10,Homo sapiens,GTF2B,tf,K562,None,Haematopoietic and lymphoid,1
71233|BRD4,8.284502528432824e-10,Homo sapiens,BRD4,cr,L3.6,None,Pancreas,1
54676|YAP1,9.481244678255507e-10,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
8099|MYC,1.6309139594383737e-09,Homo sapiens,MYC,tf,HeLa,Epithelium,Cervix,1
