,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
49480|E2F4,3.229568881880503e-24,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1
36812|E2F4,4.585650927486952e-23,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
542|E2F4,1.3308872317877737e-22,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0
34995|FOXM1,5.697977522661423e-22,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
56251|MYBL2,1.2951515301056964e-21,Homo sapiens,MYBL2,tf,None,Epithelium,Mammary Gland,1
43572|RNF2,8.205513087441277e-21,Homo sapiens,RNF2,predicted transcription factor,None,Fibroblast,Foreskin,1
1876|RBL2,3.729141397001625e-20,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,0
35002|FOXM1,6.475339213879076e-20,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
53251|FOXM1,2.9083487779971656e-19,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
46093|FOXM1,4.638814592786154e-19,Homo sapiens,FOXM1,tf,ECC-1,Epithelium,Endometrium,1
46311|FOXM1,4.638814592786154e-19,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
67459|E2F1,6.10154654684446e-19,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67457|E2F1,6.710395440891135e-19,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
43195|FOXM1,6.871752891068164e-19,Homo sapiens,FOXM1,tf,HeLa,Epithelium,Cervix,1
3225|E2F4,1.852375015063622e-18,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
53252|FOXM1,3.956278783297507e-18,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
43194|FOXM1,5.286672839140995e-18,Homo sapiens,FOXM1,tf,HeLa,Epithelium,Cervix,1
45617|E2F4,5.473408858410077e-18,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
63739|E2F4,6.360710130021289e-18,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
36807|E2F4,7.561908013535143e-18,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
67454|E2F1,1.055330283071991e-17,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
68822|HDAC1,1.0675017405047017e-17,Homo sapiens,HDAC1,cr,None,Erythroid progenitor,Bone Marrow,1
63740|E2F4,3.445464480171517e-17,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,0
44340|E2F1,5.464655064657652e-17,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
32889|FOXM1,5.588579956759191e-17,Homo sapiens,FOXM1,tf,U2OS,None,Bone,1
1880|RBL2,5.715275073220597e-17,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
46350|FOXM1,1.2196567666946377e-16,Homo sapiens,FOXM1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
1874|RBL2,2.668118033445179e-16,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
57117|FOXM1,2.912531987876181e-16,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
72935|HDAC2,3.1789790246401476e-16,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,0
8658|HDAC1,5.13464437991671e-16,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
77534|TFDP1,7.500498782492134e-16,Homo sapiens,TFDP1,tf,U266B1,None,None,1
67455|E2F1,1.0586381640293947e-15,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
8799|SAP30,1.4290875145197296e-15,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1
8657|HDAC1,1.731870795548655e-15,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
39484|FOXM1,2.459684691320636e-15,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
8774|HDAC1,3.598738434821356e-15,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1
39443|FOXM1,4.933138882712784e-15,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
5888|LIN9,4.933138882712784e-15,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1
34999|FOXM1,8.943087949444898e-15,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
67458|E2F1,1.0024506969622938e-14,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
53264|FOXM1,1.1830653608352722e-14,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
38731|TFDP1,1.220328925624074e-14,Homo sapiens,TFDP1,tf,LoVo,None,Colon,1
8659|HDAC2,1.3530735620088993e-14,Homo sapiens,HDAC2,cr,VCaP,Epithelium,Prostate,1
62550|TFDP1,1.4999954270209098e-14,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1
68821|HDAC2,1.939451312610455e-14,Homo sapiens,HDAC2,cr,None,Erythroid progenitor,Bone Marrow,1
35011|FOXM1,1.9594426823615223e-14,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
70857|E2F1,2.126839300057837e-14,Homo sapiens,E2F1,tf,U2OS,osteosarcoma,None,1
53263|FOXM1,2.6904192645289836e-14,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
44329|E2F1,2.6904192645289836e-14,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
67456|E2F1,3.4349101878982695e-14,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
53260|FOXM1,3.687885991409096e-14,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
70962|E2F1,4.750021055825962e-14,Homo sapiens,E2F1,tf,Raji,B Lymphocyte,Blood,1
53262|FOXM1,5.811500748364161e-14,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
44332|E2F1,9.497454621463535e-14,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
39495|FOXM1,1.2676482560047707e-13,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
1878|RBL2,1.5456239439076755e-13,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
53261|FOXM1,1.997959549238377e-13,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
63655|SIN3A,2.43216898030701e-13,Homo sapiens,SIN3A,tf,MCF-7,Epithelium,Breast,1
39460|FOXM1,3.813102815797247e-13,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
8660|HDAC2,5.675238565165505e-13,Homo sapiens,HDAC2,cr,VCaP,Epithelium,Prostate,1
73714|AFF1,6.07215798849854e-13,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1
63656|SIN3A,6.250490414360413e-13,Homo sapiens,SIN3A,tf,MCF-7,Epithelium,Breast,1
45752|E2F4,6.372223354875918e-13,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1
