,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
36812|E2F4,4.9755551708897011949380214731376378259670155931721899365765131178297470857450305975108115532226624814697683247929786856860038509144170495351549196560391720181413619198637790399941518832692923163353867e-97,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
542|E2F4,1.3319573852486086363674187499704586961327624526553433177442395318912541058307396899029941972021222105957622471753373022072974918330301310830314823846134947126001316120355042330675434758849873624848174e-89,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0
49480|E2F4,2.6974364039718676970055706915868647067779448402246035585799520491993739303479918372873616680070132189258626438475346287453943530863449476333939367115874808892461985758044363721394277496675449593529783e-89,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1
67455|E2F1,2.3649070793933764200912910916439135974952513426205580841094958669765944686017683930372082399617508834224843587378010635599254315173718658026363325298661487683126036293376403954872302657741838142228437e-67,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
63740|E2F4,9.1088641028028474514444818188163786666430110180407048156755915754827018248652114600355568927295226351638601820315875916741208049821689776377756790623016431169376438472739870862821664965218580667608572e-66,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,0
67459|E2F1,0.00000000000000000000000000000000000000000000000000000000000000025750469760417124195985397863493044654856555452049269543771322349933649387488487610949368146493713100067235689054140037960114233214233446872421471741301475428180305024030137445216442745042569295513723,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
63739|E2F4,0.0000000000000000000000000000000000000000000000000000000000001942828667704664540774316412490280835953281706771569173022872405969279491708493952334377644529047155523113291955734467598005947315901565622265125420794260488061323795208802848338539211846885078051006,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
58174|E2F7,0.0000000000000000000000000000000000000000000000000000000000021199361411751332030583809586417827720483561637721986209013657495635223010396264535461197393559337840515541006580349929012346505045808202675381269610131714331091857566907090721678870402094174232714444,Homo sapiens,E2F7,tf,HeLa,Epithelium,Cervix,0
67457|E2F1,0.000000000000000000000000000000000000000000000000000000000021230701195296352915419019772233472775251324385287638741546656389545291598757757449655635322403174380301925091720234414685137064752962567784863311478989610223508683361032995720880912807050385695491763,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
36807|E2F4,0.0000000000000000000000000000000000000000000000000000000073078809617340943646756161534662609188309149224560736786453788951345320142046353302667608332271561908291469168261607715765130792565435118070880705964532021822961578881746615904442123645608996146536726,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
70857|E2F1,0.0000000000000000000000000000000000000000000000000000000076009199981277799395551018201846985449246333718291135597027842615242879287280569945463881963234500634033669713461543861116111991451515250226885075747887659584813777164591080336209891025898035630267997,Homo sapiens,E2F1,tf,U2OS,osteosarcoma,None,1
70860|E2F1,0.0000000000000000000000000000000000000000000000000000000097092193054254631515572937217279973693519371136194989394641079659741165874776443007079517180519052153086587620271068961452130319910145688927908812325366517431599215394602519884266715058670661405466631,Homo sapiens,E2F1,tf,hTERT-RPE1,Epithelium,None,1
3225|E2F4,0.000000000000000000000000000000000000000000000000000000017237190844707928133638722238694034649708076691354292439672880752363567070541556234669804369048281385144697486004928841744006259619026093785974009430881237143131393865869683360422009545474381789932743,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
1880|RBL2,0.00000000000000000000000000000000000000000000000000000036615898016580868920227780511949658653716930369519654056709969202425494563855052796218685032223061377540086273664196304257867457638773045385956420521028070592813464931625561103116291024274684017802566,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
67458|E2F1,0.000000000000000000000000000000000000000000000000000010084535549150115257182956532110043368436304820319307663475199591068646659700731156586693418458348376076506781013410309022685125530604222717989911019025718793501403666991774081837064493701163419660764,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67454|E2F1,0.000000000000000000000000000000000000000000000000000012208346698028338000019644759375648446859393890420202902908164207431300508621091795647496510926937390291266034264195652079235351314174618010939432474622000356553781757167909522226529231124505282269603,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
44340|E2F1,0.000000000000000000000000000000000000000000000000000062817229444360081843886961940379119282700718508800493457980943272549563448756021875595411975529757499811270667783781264447103763300357885965628549002670269227984407424784904062163250776056450740535028,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
5777|E2F7,0.0000000000000000000000000000000000000000000000000015017149108363973149763060040863395998622283241232791038299006781079608892001319068146613788041179751048568906265706409764698926253374261743224104466271260238237244474529722155713982533831986639355423,Homo sapiens,E2F7,tf,HeLa,Epithelium,Cervix,0
1872|RB1,0.0000000000000000000000000000000000000000000000000088421306580353053505264897319138340659584717715592350916590730237284955133439537384464039129265503103969642108089195112973310108084611946010316061975325890451365459140383272892566892351333942898220626,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1
1874|RBL2,0.000000000000000000000000000000000000000000000000011331098914609891188298083527395765811109495573164675014566352920857185313059066379214647941325094624519370749605305235983209034592755118925420579296328485246350896030709260114074251041627423177261027,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
45617|E2F4,0.000000000000000000000000000000000000000000000000021465895676662138623983188016215409862922983603116139254771529417877830494129270433293306626310339268561350051124796440009354376125852909481666187806166934964845352014858545842221908635976474101080096,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
77534|TFDP1,0.000000000000000000000000000000000000000000000000023597560692348568844607912952841737527684552615806421935510485841077110755408161079362274340894706034402294336940408390944219347384146179305154511708157924299844532698982481249314293554677541224135005,Homo sapiens,TFDP1,tf,U266B1,None,None,1
