,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
49480|E2F4,8.272130561555972e-40,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1
36812|E2F4,1.13394112192846e-37,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
542|E2F4,1.0531044275106563e-36,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0
67455|E2F1,9.396015498577252e-36,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
3225|E2F4,2.4118206960193466e-33,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
77534|TFDP1,3.974150789950148e-33,Homo sapiens,TFDP1,tf,U266B1,None,None,1
36807|E2F4,5.4701126268396316e-33,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
67457|E2F1,1.3812385831740011e-32,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
1874|RBL2,2.9614351393586576e-32,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
67459|E2F1,1.7542768308934783e-31,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67454|E2F1,2.1851636686771585e-31,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
67458|E2F1,8.554540035362993e-31,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
45617|E2F4,1.910127524526939e-30,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
1880|RBL2,2.286499620470567e-30,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
70860|E2F1,5.4512911092139396e-30,Homo sapiens,E2F1,tf,hTERT-RPE1,Epithelium,None,1
44340|E2F1,1.0725094970419263e-29,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
1878|RBL2,1.2372704708520755e-28,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
1872|RB1,9.507229953719286e-28,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1
70857|E2F1,1.6572317658188076e-27,Homo sapiens,E2F1,tf,U2OS,osteosarcoma,None,1
1870|RB1,3.5021004605721155e-27,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1
70962|E2F1,6.2760355792365076e-27,Homo sapiens,E2F1,tf,Raji,B Lymphocyte,Blood,1
62550|TFDP1,6.329187993273616e-27,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1
44332|E2F1,1.6625941855453084e-26,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
44328|E2F1,1.1291798963564003e-25,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
43572|RNF2,2.0379911223687216e-25,Homo sapiens,RNF2,predicted transcription factor,None,Fibroblast,Foreskin,1
67456|E2F1,8.049138580383129e-25,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
1212|E2F1,1.3920493240669197e-24,Homo sapiens,E2F1,tf,HeLa,Epithelium,Cervix,1
1876|RBL2,2.9312338400039337e-24,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,0
45752|E2F4,9.409633750070412e-24,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1
62551|TFDP1,1.6067743883163557e-23,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1
44329|E2F1,1.9547131895842864e-23,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
75924|E2F1,2.69362115809108e-23,Homo sapiens,E2F1,tf,MM1.S,Multiple myeloma cell,None,1
44333|E2F1,2.7147347673566356e-23,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
49417|RB1,4.718531368057248e-23,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1
77535|TFDP1,5.772858032092652e-23,Homo sapiens,TFDP1,tf,MM1.S,B Lymphocyte,Blood,1
2282|E2F1,2.6055892044950313e-22,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
70953|E2F1,3.533756850960711e-22,Homo sapiens,E2F1,tf,Raji,B Lymphocyte,Blood,1
72913|HDAC2,6.884626436021345e-22,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,1
44339|E2F1,4.6999564733349124e-21,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
44336|E2F1,8.729378105177113e-21,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
45754|E2F1,2.888045205519169e-20,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
41481|E2F1,3.016339688394482e-20,Homo sapiens,E2F1,tf,OCI-Ly1,B cell lymphoma,Bone Marrow,1
1873|RB1,3.885106474108429e-20,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1
8658|HDAC1,4.586298067738201e-20,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
8482|KAT7,1.6737078467570442e-19,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1
1879|RBL2,2.670191883910411e-19,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,0
38731|TFDP1,4.400421766845585e-19,Homo sapiens,TFDP1,tf,LoVo,None,Colon,1
8657|HDAC1,5.242882909947978e-19,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
49416|RB1,6.200808647120186e-19,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1
58506|WDR5,6.37646475206476e-19,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1
41572|ING2,7.860190871000536e-19,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1
38591|E2F7,2.280798536992105e-18,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1
43684|KDM4C,2.919715909050468e-18,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
73714|AFF1,2.919715909050468e-18,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1
44325|E2F1,3.042167238870626e-18,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
71069|MBD3,3.658955919133511e-18,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1
41574|BRD1,3.7346815927850605e-18,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1
63655|SIN3A,4.0811008537077875e-18,Homo sapiens,SIN3A,tf,MCF-7,Epithelium,Breast,1
58174|E2F7,5.179338759732198e-18,Homo sapiens,E2F7,tf,HeLa,Epithelium,Cervix,0
2283|E2F1,1.0122311393318893e-17,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
45750|E2F1,1.3247291411591404e-17,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1
56252|E2F1,1.3699460191953565e-17,Homo sapiens,E2F1,tf,None,Epithelium,Mammary Gland,1
73713|AFF1,1.6527596892716718e-17,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1
63740|E2F4,1.7204756871748905e-17,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,0
45991|E2F1,2.4182250800546783e-17,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1
38698|E2F7,2.6543792122387e-17,Homo sapiens,E2F7,tf,LoVo,None,Colon,1
48824|MBD2,3.3489089121823006e-17,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1
